,cost time,FPS,1,2,3,4,5,6,7,8,coordinate,len
1727.png,0.008197307586669922,121,person,person,person,person,,,,,"[[251, 188, 422, 644], [783, 200, 879, 410], [869, 126, 996, 476], [442, 181, 599, 537]]",4
1728.png,0.008492469787597656,117,person,person,person,person,,,,,"[[256, 204, 403, 622], [462, 219, 636, 588], [782, 200, 878, 409], [869, 126, 996, 475]]",4
1729.png,0.00881052017211914,113,person,person,person,person,person,,,,"[[781, 199, 880, 409], [435, 209, 625, 512], [245, 221, 405, 608], [242, 68, 398, 438], [865, 127, 998, 471]]",5
1730.png,0.008418560028076172,118,person,person,person,person,person,,,,"[[243, 218, 397, 613], [779, 201, 877, 409], [455, 212, 645, 595], [887, 80, 1010, 450], [239, 70, 396, 433]]",5
1731.png,0.008414983749389648,118,person,person,person,person,,,,,"[[779, 201, 878, 410], [234, 209, 406, 609], [423, 196, 630, 520], [865, 128, 998, 470]]",4
1732.png,0.008392095565795898,119,person,person,person,person,,,,,"[[241, 96, 387, 634], [779, 202, 877, 410], [419, 179, 639, 530], [884, 82, 1011, 450]]",4
1733.png,0.008440256118774414,118,person,person,person,person,,,,,"[[420, 175, 633, 535], [778, 202, 877, 411], [285, 210, 426, 592], [863, 126, 996, 474]]",4
1734.png,0.008447647094726562,118,person,person,person,person,,,,,"[[420, 175, 633, 536], [778, 202, 877, 411], [285, 210, 428, 592], [863, 126, 996, 473]]",4
1735.png,0.007153987884521484,139,person,person,,,,,,,"[[779, 204, 877, 408], [864, 125, 993, 473]]",2
1736.png,0.007942914962768555,125,person,person,,,,,,,"[[779, 204, 877, 408], [864, 125, 993, 473]]",2
1737.png,0.007968425750732422,125,person,person,person,,,,,,"[[771, 189, 921, 440], [864, 124, 993, 474], [351, 101, 699, 617]]",3
1738.png,0.008196830749511719,121,person,person,person,,,,,,"[[773, 189, 921, 439], [863, 125, 992, 474], [417, 168, 625, 542]]",3
1739.png,0.007904052734375,126,person,person,person,,,,,,"[[774, 189, 920, 443], [864, 126, 992, 476], [416, 173, 629, 537]]",3
1740.png,0.007899999618530273,126,person,person,person,,,,,,"[[773, 193, 917, 440], [864, 125, 992, 478], [417, 106, 605, 517]]",3
1741.png,0.008154630661010742,122,person,person,person,person,,,,,"[[427, 84, 589, 524], [773, 205, 880, 408], [864, 124, 991, 478], [205, 137, 289, 357]]",4
1742.png,0.008169889450073242,122,person,person,person,,,,,,"[[776, 203, 878, 417], [429, 93, 582, 521], [864, 115, 986, 487]]",3
1743.png,0.008185148239135742,122,person,person,person,,,,,,"[[419, 114, 599, 505], [768, 202, 867, 420], [879, 79, 1007, 456]]",3
1744.png,0.007851600646972656,127,person,person,person,,,,,,"[[855, 107, 992, 500], [769, 213, 893, 487], [383, 162, 544, 551]]",3
1745.png,0.008105278015136719,123,person,person,person,,,,,,"[[863, 105, 1005, 509], [773, 216, 889, 493], [365, 206, 544, 610]]",3
1746.png,0.008988142013549805,111,person,person,person,person,,,,,"[[852, 96, 989, 524], [438, 58, 583, 413], [300, 231, 459, 598], [678, 222, 834, 479]]",4
1747.png,0.008119821548461914,123,person,person,person,person,,,,,"[[852, 96, 989, 524], [438, 58, 583, 413], [300, 231, 459, 598], [678, 222, 834, 479]]",4
1748.png,0.007750749588012695,129,person,person,person,,,,,,"[[851, 93, 995, 533], [689, 229, 827, 491], [268, 240, 457, 591]]",3
1749.png,0.008442878723144531,118,person,person,person,person,,,,,"[[694, 256, 823, 556], [479, 161, 609, 432], [837, 87, 996, 538], [242, 264, 451, 669]]",4
1750.png,0.008607864379882812,116,person,person,person,person,,,,,"[[191, 263, 376, 682], [497, 160, 620, 438], [684, 251, 816, 578], [847, 79, 995, 535]]",4
1751.png,0.008404016494750977,118,person,person,person,person,,,,,"[[120, 302, 380, 719], [678, 279, 806, 640], [748, 63, 978, 663], [482, 130, 631, 484]]",4
1752.png,0.008177995681762695,122,person,person,person,,,,,,"[[24, 320, 321, 719], [657, 281, 775, 657], [759, 106, 965, 705]]",3
1753.png,0.008130311965942383,122,person,person,person,,,,,,"[[25, 320, 322, 719], [658, 281, 776, 656], [760, 105, 965, 706]]",3
1754.png,0.008376836776733398,119,person,person,person,person,,,,,"[[757, 106, 957, 705], [35, 347, 416, 713], [654, 287, 774, 666], [490, 136, 642, 588]]",4
1755.png,0.008313655853271484,120,chair,person,person,person,,,,,"[[1013, 554, 1236, 718], [757, 97, 946, 719], [499, 93, 635, 621], [539, 275, 726, 672]]",4
1756.png,0.007972240447998047,125,chair,person,person,person,,,,,"[[1006, 563, 1238, 719], [750, 91, 938, 719], [532, 297, 729, 719], [446, 110, 664, 719]]",4
1757.png,0.00817728042602539,122,person,person,person,,,,,,"[[754, 92, 941, 719], [533, 315, 737, 713], [546, 103, 693, 498]]",3
1758.png,0.007880449295043945,126,chair,person,person,,,,,,"[[1004, 565, 1239, 719], [541, 319, 741, 715], [750, 96, 941, 719]]",3
1759.png,0.007909536361694336,126,person,person,person,,,,,,"[[550, 318, 746, 717], [749, 91, 933, 719], [595, 83, 730, 411]]",3
1760.png,0.007565498352050781,132,person,person,,,,,,,"[[551, 316, 745, 719], [720, 101, 934, 719]]",2
1761.png,0.0075910091400146484,131,person,person,,,,,,,"[[552, 316, 745, 719], [720, 100, 934, 719]]",2
1762.png,0.0075986385345458984,131,person,person,,,,,,,"[[547, 315, 744, 719], [718, 90, 930, 719]]",2
1763.png,0.0077724456787109375,128,person,person,,,,,,,"[[546, 318, 744, 719], [713, 88, 933, 719]]",2
1764.png,0.0075719356536865234,132,person,person,,,,,,,"[[543, 319, 745, 719], [718, 89, 930, 719]]",2
1765.png,0.007461071014404297,134,person,person,,,,,,,"[[544, 319, 745, 719], [722, 91, 932, 719]]",2
1766.png,0.007721900939941406,129,person,person,,,,,,,"[[547, 321, 749, 719], [731, 89, 942, 719]]",2
1767.png,0.007509708404541016,133,person,person,,,,,,,"[[548, 323, 753, 719], [732, 85, 945, 719]]",2
1768.png,0.007509946823120117,133,person,person,,,,,,,"[[546, 317, 750, 719], [729, 90, 942, 719]]",2
1769.png,0.007043123245239258,141,person,person,,,,,,,"[[546, 317, 749, 719], [728, 92, 935, 719]]",2
1770.png,0.00750422477722168,133,person,person,,,,,,,"[[546, 319, 751, 719], [730, 96, 935, 719]]",2
1771.png,0.007807731628417969,128,person,person,,,,,,,"[[543, 315, 748, 719], [721, 102, 929, 719]]",2
1772.png,0.007025241851806641,142,person,person,,,,,,,"[[543, 315, 748, 719], [721, 102, 929, 719]]",2
1773.png,0.00774383544921875,129,chair,person,person,,,,,,"[[25, 56, 130, 431], [551, 324, 760, 717], [715, 91, 937, 719]]",3
1774.png,0.007611513137817383,131,chair,person,person,,,,,,"[[25, 57, 130, 431], [552, 323, 761, 717], [716, 90, 937, 719]]",3
1775.png,0.008429527282714844,118,chair,person,person,,,,,,"[[25, 58, 131, 430], [550, 321, 759, 719], [700, 89, 932, 719]]",3
1776.png,0.007969379425048828,125,chair,person,person,,,,,,"[[25, 57, 131, 430], [550, 322, 763, 717], [697, 92, 924, 719]]",3
1777.png,0.007956504821777344,125,chair,person,person,,,,,,"[[25, 57, 130, 431], [552, 318, 767, 719], [697, 93, 922, 719]]",3
1778.png,0.007763385772705078,128,chair,person,person,,,,,,"[[25, 57, 130, 431], [495, 308, 806, 719], [602, 105, 915, 714]]",3
1779.png,0.007927179336547852,126,chair,person,person,,,,,,"[[25, 57, 130, 431], [495, 305, 809, 719], [603, 102, 911, 718]]",3
1780.png,0.008007287979125977,124,chair,person,person,,,,,,"[[25, 57, 130, 431], [494, 305, 812, 719], [605, 100, 911, 719]]",3
1781.png,0.007993459701538086,125,chair,person,person,,,,,,"[[25, 55, 130, 432], [489, 303, 814, 719], [609, 95, 901, 719]]",3
1782.png,0.007925748825073242,126,chair,person,person,,,,,,"[[25, 55, 130, 433], [487, 302, 817, 719], [610, 95, 900, 719]]",3
1783.png,0.008272409439086914,120,chair,person,person,,,,,,"[[25, 55, 130, 432], [484, 299, 821, 719], [608, 95, 899, 719]]",3
1784.png,0.007900714874267578,126,chair,person,person,,,,,,"[[25, 55, 130, 432], [486, 299, 818, 719], [609, 91, 898, 719]]",3
1785.png,0.007958173751831055,125,chair,person,person,,,,,,"[[25, 55, 130, 432], [485, 300, 818, 719], [610, 91, 899, 719]]",3
1786.png,0.00801849365234375,124,chair,person,person,,,,,,"[[25, 55, 130, 432], [484, 300, 817, 719], [612, 92, 898, 719]]",3
1787.png,0.007350921630859375,136,chair,person,person,,,,,,"[[25, 55, 130, 432], [489, 311, 800, 718], [606, 98, 917, 717]]",3
1788.png,0.00794529914855957,125,chair,person,person,,,,,,"[[25, 55, 130, 432], [544, 326, 764, 716], [714, 99, 917, 719]]",3
1789.png,0.007999897003173828,125,chair,person,person,,,,,,"[[25, 55, 130, 432], [550, 322, 762, 717], [710, 102, 930, 719]]",3
1790.png,0.007155895233154297,139,chair,person,person,,,,,,"[[25, 55, 130, 432], [548, 322, 766, 716], [721, 95, 944, 719]]",3
1791.png,0.007748603820800781,129,chair,person,person,,,,,,"[[25, 55, 130, 432], [549, 326, 768, 715], [728, 92, 950, 719]]",3
1792.png,0.007651329040527344,130,chair,person,person,,,,,,"[[25, 55, 130, 432], [546, 326, 769, 715], [727, 96, 957, 719]]",3
1793.png,0.0076847076416015625,130,chair,person,person,,,,,,"[[24, 55, 130, 432], [546, 326, 769, 714], [733, 93, 958, 719]]",3
1794.png,0.008023977279663086,124,chair,person,person,,,,,,"[[24, 55, 130, 432], [549, 326, 768, 713], [731, 97, 954, 719]]",3
1795.png,0.007642507553100586,130,chair,person,person,,,,,,"[[24, 55, 129, 432], [549, 323, 767, 715], [736, 97, 948, 719]]",3
1796.png,0.0076351165771484375,130,chair,person,person,,,,,,"[[24, 55, 129, 432], [549, 323, 767, 715], [736, 97, 948, 719]]",3
1797.png,0.007984638214111328,125,chair,person,person,,,,,,"[[24, 55, 129, 432], [742, 93, 950, 719], [548, 328, 768, 712]]",3
1798.png,0.007931232452392578,126,chair,person,person,,,,,,"[[24, 55, 129, 432], [740, 92, 949, 719], [548, 328, 766, 712]]",3
1799.png,0.008340120315551758,119,chair,person,person,,,,,,"[[24, 56, 129, 432], [741, 92, 942, 719], [548, 327, 764, 712]]",3
1800.png,0.0076754093170166016,130,chair,person,person,,,,,,"[[24, 56, 129, 432], [548, 326, 762, 713], [739, 79, 946, 719]]",3
1801.png,0.0077397823333740234,129,chair,person,person,,,,,,"[[24, 56, 129, 432], [549, 325, 761, 713], [738, 81, 949, 719]]",3
1802.png,0.007684469223022461,130,chair,person,person,,,,,,"[[24, 56, 129, 432], [549, 326, 761, 713], [738, 80, 949, 719]]",3
1803.png,0.007657289505004883,130,chair,person,person,,,,,,"[[24, 56, 129, 431], [551, 330, 764, 711], [740, 67, 954, 719]]",3
1804.png,0.007688999176025391,130,chair,person,person,,,,,,"[[24, 55, 129, 431], [549, 330, 766, 711], [738, 73, 955, 719]]",3
1805.png,0.007123231887817383,140,chair,person,person,,,,,,"[[24, 55, 129, 431], [549, 327, 766, 711], [734, 73, 956, 719]]",3
1806.png,0.007707834243774414,129,chair,person,person,,,,,,"[[25, 55, 129, 431], [547, 327, 763, 711], [726, 74, 954, 719]]",3
1807.png,0.007874488830566406,126,chair,person,person,,,,,,"[[23, 53, 129, 435], [547, 328, 766, 710], [719, 77, 960, 719]]",3
1808.png,0.007555484771728516,132,person,person,,,,,,,"[[548, 326, 767, 711], [718, 74, 960, 719]]",2
1809.png,0.007803916931152344,128,person,person,person,,,,,,"[[548, 325, 767, 710], [718, 74, 960, 719], [669, 117, 790, 287]]",3
1810.png,0.007570028305053711,132,person,person,,,,,,,"[[547, 329, 768, 705], [725, 84, 962, 719]]",2
1811.png,0.00759124755859375,131,person,person,,,,,,,"[[549, 325, 768, 709], [728, 82, 961, 719]]",2
1812.png,0.0078122615814208984,128,person,person,person,,,,,,"[[551, 320, 766, 713], [727, 77, 951, 719], [627, 93, 796, 324]]",3
1813.png,0.00701594352722168,142,person,person,,,,,,,"[[553, 320, 764, 713], [725, 75, 951, 719]]",2
1814.png,0.007653713226318359,130,chair,person,person,,,,,,"[[23, 52, 129, 435], [499, 308, 780, 719], [717, 84, 957, 719]]",3
1815.png,0.008023500442504883,124,person,person,,,,,,,"[[498, 307, 780, 719], [717, 87, 957, 719]]",2
1816.png,0.0075533390045166016,132,person,person,,,,,,,"[[499, 307, 779, 719], [718, 86, 956, 719]]",2
1817.png,0.007550716400146484,132,person,person,,,,,,,"[[499, 307, 779, 719], [718, 86, 956, 719]]",2
1818.png,0.007616996765136719,131,person,person,,,,,,,"[[498, 306, 778, 719], [717, 86, 956, 719]]",2
1819.png,0.007247209548950195,137,chair,person,person,,,,,,"[[23, 50, 129, 436], [496, 307, 780, 719], [716, 87, 954, 719]]",3
1820.png,0.00771784782409668,129,chair,person,person,,,,,,"[[23, 50, 129, 436], [496, 307, 780, 719], [716, 87, 954, 719]]",3
1821.png,0.007882833480834961,126,person,person,,,,,,,"[[496, 307, 778, 719], [718, 87, 953, 719]]",2
1822.png,0.0075418949127197266,132,person,person,,,,,,,"[[497, 307, 778, 719], [721, 83, 946, 719]]",2
