,cost time,FPS,1,2,3,4,5,coordinate,len
509.png,0.00720667839050293,138,chair,,,,,"[[1216, 492, 1510, 901]]",1
510.png,0.007471561431884766,133,chair,,,,,"[[1212, 489, 1509, 904]]",1
511.png,0.0071353912353515625,140,chair,,,,,"[[1213, 489, 1510, 903]]",1
512.png,0.007202863693237305,138,chair,,,,,"[[1214, 488, 1509, 903]]",1
513.png,0.007479190826416016,133,chair,,,,,"[[1218, 489, 1506, 902]]",1
514.png,0.007216215133666992,138,chair,,,,,"[[1219, 490, 1506, 901]]",1
515.png,0.006580352783203125,151,,,,,,[],0
516.png,0.00729060173034668,137,chair,,,,,"[[1215, 492, 1514, 899]]",1
517.png,0.007198810577392578,138,chair,,,,,"[[1218, 493, 1513, 900]]",1
518.png,0.007200717926025391,138,chair,,,,,"[[1224, 503, 1507, 893]]",1
519.png,0.0073931217193603516,135,chair,,,,,"[[1224, 501, 1507, 891]]",1
520.png,0.007464408874511719,133,chair,,,,,"[[1224, 503, 1507, 890]]",1
521.png,0.0072612762451171875,137,chair,,,,,"[[1220, 504, 1511, 890]]",1
522.png,0.007286548614501953,137,chair,,,,,"[[1219, 502, 1512, 892]]",1
523.png,0.007285118103027344,137,chair,,,,,"[[1219, 501, 1507, 892]]",1
524.png,0.0072290897369384766,138,chair,,,,,"[[1219, 502, 1508, 891]]",1
525.png,0.007244110107421875,138,chair,,,,,"[[1218, 501, 1508, 891]]",1
526.png,0.00730443000793457,136,chair,,,,,"[[1218, 501, 1508, 891]]",1
527.png,0.0071985721588134766,138,chair,,,,,"[[1220, 501, 1509, 893]]",1
528.png,0.009188652038574219,108,chair,,,,,"[[1216, 498, 1511, 895]]",1
529.png,0.007018566131591797,142,chair,,,,,"[[1217, 501, 1510, 893]]",1
530.png,0.0072307586669921875,138,chair,,,,,"[[1218, 494, 1507, 899]]",1
531.png,0.007202625274658203,138,chair,,,,,"[[1221, 493, 1507, 900]]",1
532.png,0.006507396697998047,153,,,,,,[],0
533.png,0.0069692134857177734,143,,,,,,[],0
534.png,0.006605863571166992,151,,,,,,[],0
535.png,0.006183147430419922,161,,,,,,[],0
536.png,0.006550788879394531,152,,,,,,[],0
537.png,0.006799459457397461,147,,,,,,[],0
538.png,0.0069501399993896484,143,,,,,,[],0
539.png,0.006725788116455078,148,,,,,,[],0
540.png,0.006515026092529297,153,,,,,,[],0
541.png,0.007231712341308594,138,chair,,,,,"[[1170, 248, 1613, 520]]",1
542.png,0.006558418273925781,152,,,,,,[],0
543.png,0.0065381526947021484,152,,,,,,[],0
544.png,0.0065534114837646484,152,,,,,,[],0
545.png,0.006394624710083008,156,,,,,,[],0
546.png,0.006537199020385742,152,,,,,,[],0
547.png,0.007184505462646484,139,chair,,,,,"[[1171, 240, 1612, 525]]",1
548.png,0.007292747497558594,137,chair,person,,,,"[[1221, 496, 1506, 888], [906, 323, 1108, 766]]",2
549.png,0.006526470184326172,153,,,,,,[],0
550.png,0.006520986557006836,153,,,,,,[],0
551.png,0.006909608840942383,144,,,,,,[],0
552.png,0.00657200813293457,152,,,,,,[],0
553.png,0.007071971893310547,141,,,,,,[],0
554.png,0.007266044616699219,137,chair,,,,,"[[1055, 402, 1441, 868]]",1
555.png,0.007250785827636719,137,chair,,,,,"[[1063, 395, 1422, 874]]",1
556.png,0.007194042205810547,139,chair,,,,,"[[1067, 393, 1423, 874]]",1
557.png,0.0072176456451416016,138,chair,,,,,"[[1072, 398, 1423, 870]]",1
558.png,0.007261514663696289,137,chair,,,,,"[[1064, 398, 1429, 869]]",1
559.png,0.0071909427642822266,139,chair,,,,,"[[1065, 404, 1426, 864]]",1
560.png,0.007236003875732422,138,chair,,,,,"[[1071, 408, 1428, 861]]",1
561.png,0.007291555404663086,137,chair,,,,,"[[1069, 392, 1424, 881]]",1
562.png,0.007212638854980469,138,chair,,,,,"[[1081, 385, 1417, 887]]",1
563.png,0.0072879791259765625,137,chair,,,,,"[[1085, 383, 1415, 887]]",1
564.png,0.007282257080078125,137,chair,,,,,"[[1073, 379, 1434, 887]]",1
565.png,0.007634878158569336,130,chair,,,,,"[[1084, 386, 1424, 889]]",1
566.png,0.007119655609130859,140,chair,,,,,"[[1079, 383, 1421, 889]]",1
567.png,0.007277250289916992,137,chair,,,,,"[[1078, 388, 1413, 886]]",1
568.png,0.00728917121887207,137,chair,,,,,"[[1084, 390, 1409, 887]]",1
569.png,0.007584333419799805,131,chair,,,,,"[[1077, 384, 1416, 891]]",1
570.png,0.007611751556396484,131,chair,,,,,"[[1059, 391, 1409, 883]]",1
571.png,0.006624698638916016,150,,,,,,[],0
572.png,0.007619142532348633,131,chair,chair,,,,"[[1077, 410, 1425, 863], [1214, 476, 1513, 906]]",2
573.png,0.007709503173828125,129,chair,,,,,"[[1075, 410, 1428, 862]]",1
574.png,0.007543325424194336,132,chair,,,,,"[[1071, 410, 1428, 863]]",1
575.png,0.007837295532226562,127,chair,,,,,"[[1071, 410, 1428, 863]]",1
576.png,0.007496356964111328,133,chair,,,,,"[[1070, 406, 1432, 865]]",1
577.png,0.007683277130126953,130,chair,,,,,"[[1067, 407, 1429, 866]]",1
578.png,0.007402658462524414,135,chair,,,,,"[[1069, 411, 1431, 861]]",1
579.png,0.007293701171875,137,chair,,,,,"[[1068, 412, 1429, 860]]",1
580.png,0.0072171688079833984,138,chair,,,,,"[[1054, 407, 1431, 865]]",1
581.png,0.007709026336669922,129,chair,,,,,"[[1045, 408, 1435, 869]]",1
582.png,0.007283926010131836,137,chair,,,,,"[[1057, 406, 1435, 873]]",1
583.png,0.007651567459106445,130,chair,chair,,,,"[[1051, 403, 1436, 873], [992, 406, 1249, 818]]",2
584.png,0.007599353790283203,131,chair,,,,,"[[1050, 405, 1436, 872]]",1
585.png,0.007590293884277344,131,chair,,,,,"[[1050, 404, 1432, 873]]",1
586.png,0.007287740707397461,137,chair,,,,,"[[1056, 410, 1447, 866]]",1
587.png,0.0075838565826416016,131,chair,,,,,"[[1051, 404, 1455, 875]]",1
588.png,0.007653713226318359,130,chair,,,,,"[[1073, 405, 1464, 868]]",1
589.png,0.006568193435668945,152,,,,,,[],0
590.png,0.007303953170776367,136,chair,,,,,"[[1210, 509, 1497, 883]]",1
591.png,0.007828474044799805,127,chair,,,,,"[[1201, 499, 1498, 887]]",1
592.png,0.006544589996337891,152,,,,,,[],0
593.png,0.007282257080078125,137,person,,,,,"[[972, 351, 1156, 762]]",1
594.png,0.007540702819824219,132,person,,,,,"[[974, 354, 1149, 766]]",1
595.png,0.007423877716064453,134,chair,person,,,,"[[1097, 411, 1458, 850], [985, 351, 1151, 764]]",2
596.png,0.007528066635131836,132,chair,person,,,,"[[1099, 385, 1466, 868], [1000, 358, 1163, 750]]",2
597.png,0.00771021842956543,129,chair,person,,,,"[[1105, 389, 1460, 866], [1005, 362, 1165, 742]]",2
598.png,0.00771784782409668,129,chair,person,,,,"[[1102, 398, 1455, 862], [1000, 364, 1160, 743]]",2
599.png,0.007622957229614258,131,chair,,,,,"[[1123, 385, 1463, 876]]",1
600.png,0.007817745208740234,127,chair,,,,,"[[1123, 385, 1463, 876]]",1
601.png,0.0074574947357177734,134,chair,,,,,"[[1126, 386, 1470, 872]]",1
602.png,0.0076999664306640625,129,chair,person,,,,"[[1116, 402, 1470, 863], [972, 346, 1137, 766]]",2
603.png,0.007255077362060547,137,chair,,,,,"[[1117, 369, 1468, 880]]",1
604.png,0.00724482536315918,138,chair,,,,,"[[1120, 375, 1466, 871]]",1
605.png,0.007239580154418945,138,chair,,,,,"[[1123, 358, 1465, 887]]",1
606.png,0.007032871246337891,142,chair,,,,,"[[1132, 369, 1459, 889]]",1
607.png,0.007606029510498047,131,chair,person,,,,"[[1101, 381, 1400, 905], [917, 297, 1105, 633]]",2
608.png,0.007838010787963867,127,chair,,,,,"[[1068, 370, 1393, 917]]",1
609.png,0.00757908821105957,131,chair,,,,,"[[1076, 432, 1395, 951]]",1
610.png,0.0072307586669921875,138,chair,,,,,"[[1078, 453, 1389, 961]]",1
611.png,0.007264852523803711,137,chair,,,,,"[[1059, 439, 1369, 973]]",1
612.png,0.007661581039428711,130,chair,,,,,"[[1053, 435, 1362, 987]]",1
613.png,0.007943153381347656,125,chair,,,,,"[[949, 377, 1228, 1028]]",1
614.png,0.007539510726928711,132,chair,chair,,,,"[[928, 424, 1208, 1013], [832, 312, 1117, 631]]",2
615.png,0.008004188537597656,124,chair,chair,,,,"[[937, 541, 1216, 1025], [811, 330, 1077, 611]]",2
616.png,0.007719993591308594,129,chair,,,,,"[[867, 441, 1112, 996]]",1
617.png,0.007791996002197266,128,chair,chair,,,,"[[786, 532, 1084, 1022], [730, 353, 953, 563]]",2
618.png,0.007601261138916016,131,chair,chair,,,,"[[760, 426, 1059, 1006], [736, 361, 964, 691]]",2
619.png,0.007516622543334961,133,chair,,,,,"[[759, 453, 1058, 993]]",1
620.png,0.007586956024169922,131,chair,,,,,"[[762, 448, 1054, 1002]]",1
621.png,0.007538795471191406,132,chair,,,,,"[[762, 445, 1052, 999]]",1
622.png,0.0075795650482177734,131,chair,,,,,"[[752, 462, 1063, 986]]",1
623.png,0.00749659538269043,133,chair,,,,,"[[760, 463, 1058, 987]]",1
624.png,0.00771641731262207,129,chair,,,,,"[[760, 463, 1058, 987]]",1
625.png,0.007515430450439453,133,chair,,,,,"[[769, 473, 1047, 978]]",1
626.png,0.007202625274658203,138,chair,,,,,"[[717, 410, 981, 1006]]",1
627.png,0.0069315433502197266,144,chair,,,,,"[[651, 419, 949, 1006]]",1
628.png,0.006658792495727539,150,,,,,,[],0
629.png,0.007787466049194336,128,chair,,,,,"[[507, 555, 803, 1051]]",1
630.png,0.007898330688476562,126,chair,chair,,,,"[[462, 659, 796, 1054], [2, 341, 209, 723]]",2
631.png,0.007238149642944336,138,chair,,,,,"[[377, 338, 617, 734]]",1
632.png,0.006398200988769531,156,,,,,,[],0
633.png,0.006568193435668945,152,,,,,,[],0
634.png,0.006739377975463867,148,,,,,,[],0
635.png,0.006834983825683594,146,,,,,,[],0
636.png,0.006577730178833008,152,,,,,,[],0
637.png,0.006608009338378906,151,,,,,,[],0
638.png,0.006468057632446289,154,,,,,,[],0
639.png,0.007233858108520508,138,chair,,,,,"[[128, 307, 573, 1079]]",1
640.png,0.007472991943359375,133,chair,,,,,"[[128, 307, 573, 1079]]",1
641.png,0.007266998291015625,137,chair,,,,,"[[127, 306, 574, 1079]]",1
642.png,0.006532430648803711,153,,,,,,[],0
643.png,0.006513118743896484,153,,,,,,[],0
644.png,0.006482362747192383,154,,,,,,[],0
645.png,0.006895303726196289,145,,,,,,[],0
646.png,0.007609367370605469,131,person,tvmonitor,,,,"[[855, 310, 1028, 743], [886, 52, 1375, 260]]",2
647.png,0.007968425750732422,125,person,tvmonitor,,,,"[[854, 313, 1024, 743], [895, 44, 1379, 263]]",2
648.png,0.008339166641235352,119,person,tvmonitor,,,,"[[854, 313, 1024, 743], [895, 44, 1379, 263]]",2
649.png,0.008017778396606445,124,person,tvmonitor,,,,"[[854, 314, 1037, 742], [930, 37, 1356, 316]]",2
650.png,0.0072367191314697266,138,person,tvmonitor,,,,"[[886, 378, 1017, 713], [989, 32, 1459, 322]]",2
651.png,0.008034706115722656,124,person,tvmonitor,,,,"[[881, 388, 1026, 707], [986, 29, 1479, 325]]",2
652.png,0.007338523864746094,136,person,tvmonitor,,,,"[[879, 380, 1024, 701], [1011, 31, 1480, 323]]",2
653.png,0.00813150405883789,122,person,person,tvmonitor,,,"[[1440, 455, 1590, 775], [885, 377, 1022, 699], [1030, 32, 1476, 321]]",3
654.png,0.0075168609619140625,133,tvmonitor,tvmonitor,,,,"[[1059, 51, 1514, 265], [1271, 307, 1455, 464]]",2
655.png,0.0075032711029052734,133,tvmonitor,,,,,"[[1099, 48, 1486, 304]]",1
656.png,0.007534027099609375,132,tvmonitor,tvmonitor,,,,"[[1118, 50, 1459, 311], [1302, 326, 1455, 467]]",2
657.png,0.007637977600097656,130,tvmonitor,,,,,"[[1134, 47, 1460, 317]]",1
658.png,0.007742643356323242,129,tvmonitor,,,,,"[[1139, 51, 1461, 319]]",1
659.png,0.007439136505126953,134,tvmonitor,,,,,"[[1195, 45, 1535, 325]]",1
660.png,0.007631778717041016,131,tvmonitor,,,,,"[[1201, 49, 1536, 321]]",1
661.png,0.007520198822021484,132,tvmonitor,,,,,"[[1206, 54, 1541, 321]]",1
662.png,0.007960081100463867,125,tvmonitor,tvmonitor,,,,"[[1208, 55, 1532, 326], [1328, 329, 1500, 538]]",2
663.png,0.0075778961181640625,131,tvmonitor,tvmonitor,,,,"[[1206, 54, 1537, 325], [1336, 333, 1505, 539]]",2
664.png,0.00751185417175293,133,tvmonitor,,,,,"[[1211, 54, 1531, 328]]",1
665.png,0.00755000114440918,132,tvmonitor,,,,,"[[1202, 59, 1535, 324]]",1
666.png,0.0075953006744384766,131,tvmonitor,,,,,"[[1133, 72, 1458, 324]]",1
667.png,0.007433891296386719,134,tvmonitor,,,,,"[[1130, 79, 1456, 319]]",1
668.png,0.007435798645019531,134,tvmonitor,,,,,"[[1133, 79, 1454, 324]]",1
669.png,0.007590532302856445,131,tvmonitor,,,,,"[[1133, 78, 1452, 324]]",1
670.png,0.007621288299560547,131,tvmonitor,,,,,"[[1130, 76, 1453, 323]]",1
671.png,0.0074884891510009766,133,tvmonitor,,,,,"[[1131, 77, 1452, 323]]",1
672.png,0.007743358612060547,129,tvmonitor,,,,,"[[1129, 77, 1452, 322]]",1
673.png,0.007528781890869141,132,tvmonitor,,,,,"[[1129, 77, 1452, 322]]",1
674.png,0.007578611373901367,131,tvmonitor,,,,,"[[1127, 77, 1449, 325]]",1
675.png,0.007616519927978516,131,tvmonitor,,,,,"[[1128, 77, 1448, 325]]",1
676.png,0.0075571537017822266,132,tvmonitor,,,,,"[[1129, 75, 1449, 326]]",1
677.png,0.007486104965209961,133,tvmonitor,,,,,"[[1131, 75, 1450, 325]]",1
678.png,0.007570028305053711,132,tvmonitor,,,,,"[[1130, 76, 1455, 322]]",1
679.png,0.007726907730102539,129,tvmonitor,,,,,"[[1115, 76, 1472, 321]]",1
680.png,0.007512569427490234,133,tvmonitor,,,,,"[[1120, 74, 1472, 323]]",1
681.png,0.007564067840576172,132,tvmonitor,,,,,"[[1119, 70, 1478, 329]]",1
682.png,0.0075664520263671875,132,tvmonitor,,,,,"[[1098, 71, 1490, 330]]",1
683.png,0.0075223445892333984,132,tvmonitor,,,,,"[[1103, 67, 1491, 350]]",1
684.png,0.007632732391357422,131,tvmonitor,,,,,"[[1144, 61, 1570, 341]]",1
685.png,0.007776975631713867,128,tvmonitor,,,,,"[[1129, 65, 1588, 344]]",1
686.png,0.007547616958618164,132,tvmonitor,,,,,"[[1104, 66, 1631, 348]]",1
687.png,0.007230281829833984,138,tvmonitor,,,,,"[[1123, 81, 1618, 347]]",1
688.png,0.007353067398071289,135,tvmonitor,,,,,"[[1120, 87, 1623, 341]]",1
689.png,0.007339000701904297,136,tvmonitor,,,,,"[[1086, 87, 1657, 340]]",1
690.png,0.0071849822998046875,139,tvmonitor,,,,,"[[1104, 92, 1639, 339]]",1
691.png,0.0073032379150390625,136,tvmonitor,,,,,"[[1127, 87, 1627, 343]]",1
692.png,0.007174015045166016,139,tvmonitor,,,,,"[[1121, 87, 1630, 347]]",1
693.png,0.007376194000244141,135,tvmonitor,,,,,"[[1122, 83, 1646, 349]]",1
694.png,0.007771730422973633,128,tvmonitor,tvmonitor,,,,"[[1125, 82, 1642, 352], [1415, 427, 1599, 627]]",2
695.png,0.0075283050537109375,132,tvmonitor,tvmonitor,,,,"[[1116, 85, 1650, 357], [1413, 434, 1607, 623]]",2
696.png,0.007569789886474609,132,tvmonitor,tvmonitor,,,,"[[1118, 85, 1646, 357], [1413, 433, 1604, 624]]",2
697.png,0.007510662078857422,133,tvmonitor,tvmonitor,,,,"[[1118, 85, 1646, 357], [1413, 433, 1604, 624]]",2
698.png,0.007576465606689453,131,tvmonitor,tvmonitor,,,,"[[1116, 81, 1650, 354], [1414, 432, 1601, 626]]",2
699.png,0.007581233978271484,131,tvmonitor,tvmonitor,,,,"[[1113, 81, 1655, 353], [1415, 437, 1599, 623]]",2
700.png,0.007227897644042969,138,tvmonitor,tvmonitor,,,,"[[1108, 81, 1658, 355], [1414, 436, 1601, 624]]",2
701.png,0.0075511932373046875,132,tvmonitor,tvmonitor,,,,"[[1106, 83, 1655, 354], [1414, 438, 1601, 623]]",2
702.png,0.007578372955322266,131,tvmonitor,tvmonitor,,,,"[[1106, 83, 1658, 354], [1415, 437, 1601, 622]]",2
703.png,0.007028341293334961,142,tvmonitor,tvmonitor,,,,"[[1107, 83, 1655, 353], [1416, 439, 1601, 620]]",2
704.png,0.007527828216552734,132,tvmonitor,tvmonitor,,,,"[[1092, 84, 1662, 354], [1415, 428, 1607, 627]]",2
705.png,0.007550716400146484,132,tvmonitor,tvmonitor,,,,"[[1092, 79, 1651, 353], [1403, 429, 1598, 618]]",2
706.png,0.007755279541015625,128,tvmonitor,tvmonitor,,,,"[[1320, 434, 1566, 601], [1076, 80, 1648, 345]]",2
707.png,0.007631063461303711,131,tvmonitor,tvmonitor,,,,"[[1063, 75, 1650, 349], [1335, 438, 1552, 593]]",2
708.png,0.008387088775634766,119,person,tvmonitor,tvmonitor,,,"[[944, 361, 1179, 757], [1027, 95, 1531, 346], [1327, 428, 1534, 596]]",3
709.png,0.008178472518920898,122,person,tvmonitor,tvmonitor,tvmonitor,,"[[949, 319, 1158, 793], [1316, 421, 1510, 608], [994, 92, 1527, 349], [362, 552, 677, 823]]",4
710.png,0.00792074203491211,126,person,tvmonitor,tvmonitor,tvmonitor,,"[[946, 310, 1163, 793], [988, 89, 1527, 346], [1287, 423, 1485, 608], [366, 551, 659, 829]]",4
711.png,0.007449626922607422,134,person,tvmonitor,tvmonitor,tvmonitor,,"[[948, 328, 1170, 772], [988, 94, 1515, 345], [1271, 426, 1479, 603], [361, 555, 649, 826]]",4
712.png,0.007620334625244141,131,person,tvmonitor,tvmonitor,,,"[[954, 342, 1160, 759], [971, 94, 1502, 345], [354, 557, 651, 812]]",3
713.png,0.007688283920288086,130,person,tvmonitor,tvmonitor,,,"[[958, 341, 1161, 768], [966, 91, 1509, 340], [356, 555, 656, 816]]",3
714.png,0.007920503616333008,126,person,tvmonitor,tvmonitor,,,"[[952, 343, 1160, 771], [353, 556, 641, 812], [959, 87, 1508, 339]]",3
715.png,0.007519721984863281,132,tvmonitor,tvmonitor,,,,"[[347, 553, 634, 817], [938, 85, 1525, 335]]",2
716.png,0.007778644561767578,128,tvmonitor,tvmonitor,tvmonitor,,,"[[936, 90, 1516, 339], [344, 555, 637, 818], [1285, 415, 1464, 632]]",3
717.png,0.007767438888549805,128,tvmonitor,tvmonitor,tvmonitor,,,"[[936, 92, 1507, 341], [347, 555, 633, 821], [1283, 409, 1459, 640]]",3
718.png,0.00779414176940918,128,tvmonitor,tvmonitor,,,,"[[933, 89, 1507, 339], [349, 550, 634, 822]]",2
719.png,0.007947921752929688,125,person,tvmonitor,tvmonitor,,,"[[953, 345, 1155, 777], [932, 90, 1506, 343], [345, 553, 630, 822]]",3
720.png,0.007839679718017578,127,tvmonitor,tvmonitor,,,,"[[930, 92, 1498, 344], [348, 551, 631, 826]]",2
721.png,0.008212804794311523,121,person,tvmonitor,tvmonitor,tvmonitor,,"[[952, 352, 1176, 764], [343, 555, 634, 819], [921, 91, 1511, 337], [1279, 420, 1462, 621]]",4
722.png,0.008559703826904297,116,person,tvmonitor,tvmonitor,tvmonitor,,"[[952, 352, 1176, 764], [343, 555, 634, 819], [921, 91, 1511, 337], [1279, 420, 1462, 621]]",4
723.png,0.008047819137573242,124,person,tvmonitor,tvmonitor,,,"[[952, 349, 1182, 772], [344, 558, 633, 818], [928, 88, 1505, 336]]",3
724.png,0.007997751235961914,125,person,tvmonitor,,,,"[[946, 349, 1181, 769], [347, 562, 636, 814]]",2
725.png,0.007573604583740234,132,tvmonitor,tvmonitor,,,,"[[371, 563, 639, 810], [921, 91, 1509, 341]]",2
726.png,0.007918596267700195,126,person,tvmonitor,tvmonitor,,,"[[952, 354, 1171, 754], [368, 564, 641, 809], [923, 90, 1508, 341]]",3
727.png,0.007576704025268555,131,person,tvmonitor,tvmonitor,,,"[[952, 353, 1171, 753], [365, 564, 641, 809], [923, 90, 1509, 342]]",3
728.png,0.007856369018554688,127,tvmonitor,tvmonitor,,,,"[[922, 89, 1510, 344], [365, 564, 639, 810]]",2
729.png,0.007528543472290039,132,tvmonitor,tvmonitor,,,,"[[366, 563, 638, 811], [925, 90, 1507, 348]]",2
730.png,0.007620334625244141,131,person,tvmonitor,tvmonitor,,,"[[945, 342, 1176, 771], [362, 563, 642, 810], [917, 91, 1513, 341]]",3
731.png,0.007643222808837891,130,person,tvmonitor,tvmonitor,,,"[[938, 406, 1180, 830], [362, 563, 638, 810], [918, 90, 1516, 349]]",3
732.png,0.007780790328979492,128,tvmonitor,tvmonitor,,,,"[[921, 90, 1514, 351], [361, 564, 634, 812]]",2
733.png,0.0077555179595947266,128,tvmonitor,tvmonitor,,,,"[[924, 90, 1512, 350], [360, 563, 636, 811]]",2
734.png,0.0076062679290771484,131,tvmonitor,tvmonitor,,,,"[[924, 91, 1508, 349], [361, 563, 636, 810]]",2
735.png,0.007468223571777344,133,tvmonitor,tvmonitor,,,,"[[926, 92, 1506, 351], [360, 564, 637, 810]]",2
736.png,0.007710456848144531,129,person,tvmonitor,tvmonitor,,,"[[928, 416, 1192, 835], [918, 89, 1513, 345], [360, 561, 636, 813]]",3
737.png,0.0075588226318359375,132,tvmonitor,,,,,"[[366, 561, 633, 816]]",1
738.png,0.007707357406616211,129,person,tvmonitor,tvmonitor,,,"[[969, 454, 1168, 928], [363, 561, 633, 815], [1270, 417, 1464, 630]]",3
739.png,0.007532358169555664,132,person,tvmonitor,,,,"[[860, 360, 1143, 764], [363, 561, 634, 814]]",2
740.png,0.007560014724731445,132,person,tvmonitor,,,,"[[850, 352, 1144, 762], [358, 564, 634, 810]]",2
741.png,0.00792241096496582,126,person,tvmonitor,tvmonitor,,,"[[843, 353, 1112, 770], [360, 563, 630, 813], [918, 86, 1513, 342]]",3
742.png,0.007944345474243164,125,person,tvmonitor,tvmonitor,,,"[[839, 404, 1099, 831], [357, 565, 631, 813], [920, 86, 1511, 343]]",3
743.png,0.007950544357299805,125,person,tvmonitor,tvmonitor,,,"[[822, 402, 1070, 838], [925, 87, 1507, 351], [357, 563, 631, 817]]",3
744.png,0.007693052291870117,129,person,tvmonitor,tvmonitor,,,"[[813, 347, 1078, 765], [928, 89, 1504, 352], [357, 560, 628, 821]]",3
745.png,0.007709026336669922,129,person,tvmonitor,,,,"[[804, 342, 1034, 776], [922, 87, 1515, 350]]",2
746.png,0.007757663726806641,128,person,tvmonitor,,,,"[[804, 342, 1034, 776], [922, 87, 1515, 350]]",2
747.png,0.007419109344482422,134,tvmonitor,,,,,"[[918, 87, 1516, 357]]",1
748.png,0.007215976715087891,138,person,,,,,"[[699, 352, 936, 756]]",1
749.png,0.007515430450439453,133,person,tvmonitor,tvmonitor,tvmonitor,,"[[681, 349, 909, 754], [960, 96, 1514, 341], [376, 570, 638, 829], [1259, 428, 1477, 618]]",4
750.png,0.007561683654785156,132,tvmonitor,tvmonitor,,,,"[[952, 88, 1542, 354], [1298, 428, 1492, 609]]",2
751.png,0.008008956909179688,124,tvmonitor,tvmonitor,tvmonitor,,,"[[954, 88, 1543, 355], [409, 565, 642, 828], [1297, 429, 1494, 607]]",3
752.png,0.008061647415161133,124,tvmonitor,tvmonitor,tvmonitor,,,"[[953, 89, 1544, 354], [1298, 429, 1494, 607], [411, 569, 636, 830]]",3
753.png,0.00790262222290039,126,tvmonitor,tvmonitor,tvmonitor,,,"[[953, 88, 1543, 354], [407, 573, 638, 827], [1298, 429, 1494, 606]]",3
754.png,0.007814884185791016,127,tvmonitor,tvmonitor,tvmonitor,,,"[[384, 558, 678, 823], [951, 87, 1544, 357], [1297, 426, 1493, 609]]",3
755.png,0.007750034332275391,129,tvmonitor,tvmonitor,tvmonitor,,,"[[382, 558, 673, 824], [950, 87, 1546, 356], [1298, 426, 1492, 609]]",3
756.png,0.007927656173706055,126,tvmonitor,tvmonitor,tvmonitor,,,"[[382, 558, 680, 825], [953, 87, 1546, 355], [1297, 428, 1492, 607]]",3
757.png,0.007844686508178711,127,tvmonitor,tvmonitor,tvmonitor,,,"[[381, 557, 677, 826], [953, 87, 1547, 355], [1296, 429, 1492, 607]]",3
758.png,0.007794618606567383,128,tvmonitor,tvmonitor,tvmonitor,,,"[[377, 558, 667, 824], [954, 88, 1544, 354], [1300, 427, 1492, 609]]",3
759.png,0.007692098617553711,130,tvmonitor,tvmonitor,tvmonitor,,,"[[953, 89, 1545, 354], [382, 559, 661, 820], [1302, 426, 1492, 609]]",3
760.png,0.007911920547485352,126,tvmonitor,tvmonitor,tvmonitor,,,"[[953, 89, 1546, 354], [382, 558, 663, 821], [1301, 426, 1492, 608]]",3
761.png,0.008163213729858398,122,person,tvmonitor,tvmonitor,tvmonitor,,"[[1729, 464, 1899, 961], [953, 87, 1545, 354], [386, 560, 663, 819], [1301, 428, 1491, 608]]",4
762.png,0.007898807525634766,126,tvmonitor,tvmonitor,tvmonitor,,,"[[387, 561, 671, 821], [955, 87, 1544, 354], [1300, 430, 1492, 606]]",3
763.png,0.007795095443725586,128,tvmonitor,tvmonitor,tvmonitor,,,"[[383, 559, 676, 824], [954, 87, 1544, 354], [1301, 429, 1491, 607]]",3
764.png,0.008033990859985352,124,tvmonitor,tvmonitor,tvmonitor,,,"[[383, 560, 676, 823], [955, 87, 1543, 354], [1302, 429, 1491, 606]]",3
765.png,0.008095741271972656,123,tvmonitor,tvmonitor,tvmonitor,,,"[[384, 558, 672, 823], [955, 87, 1543, 354], [1302, 429, 1490, 606]]",3
766.png,0.007854938507080078,127,tvmonitor,tvmonitor,tvmonitor,,,"[[383, 559, 675, 824], [954, 87, 1545, 354], [1301, 430, 1491, 606]]",3
767.png,0.007840871810913086,127,tvmonitor,tvmonitor,tvmonitor,,,"[[381, 560, 675, 824], [954, 87, 1545, 354], [1301, 430, 1492, 606]]",3
768.png,0.007843494415283203,127,tvmonitor,tvmonitor,tvmonitor,,,"[[380, 560, 676, 825], [954, 87, 1545, 354], [1301, 429, 1492, 607]]",3
769.png,0.008047342300415039,124,person,tvmonitor,tvmonitor,tvmonitor,,"[[690, 415, 936, 811], [383, 562, 676, 824], [953, 86, 1546, 354], [1299, 430, 1492, 606]]",4
770.png,0.007382631301879883,135,person,tvmonitor,tvmonitor,tvmonitor,,"[[702, 425, 943, 815], [383, 557, 674, 825], [952, 86, 1546, 354], [1299, 430, 1491, 608]]",4
771.png,0.007908344268798828,126,person,tvmonitor,tvmonitor,tvmonitor,,"[[702, 425, 943, 815], [383, 557, 674, 825], [952, 86, 1546, 354], [1299, 430, 1491, 608]]",4
772.png,0.007533073425292969,132,tvmonitor,tvmonitor,,,,"[[948, 87, 1548, 352], [1300, 429, 1490, 607]]",2
773.png,0.007565498352050781,132,tvmonitor,tvmonitor,,,,"[[951, 87, 1549, 351], [1301, 428, 1488, 607]]",2
774.png,0.0077283382415771484,129,person,tvmonitor,tvmonitor,,,"[[751, 347, 968, 779], [950, 88, 1547, 352], [1301, 429, 1487, 606]]",3
775.png,0.007692813873291016,129,person,person,tvmonitor,tvmonitor,tvmonitor,"[[778, 348, 1053, 770], [1730, 462, 1900, 965], [948, 88, 1552, 352], [397, 550, 654, 833], [1300, 428, 1487, 608]]",5
