,cost time,FPS,1,2,3,4,5,coordinate,len
325.png,0.006927967071533203,144,,,,,,[],0
326.png,0.006517171859741211,153,,,,,,[],0
327.png,0.0061914920806884766,161,,,,,,[],0
328.png,0.00652003288269043,153,,,,,,[],0
329.png,0.006607532501220703,151,,,,,,[],0
330.png,0.006613969802856445,151,,,,,,[],0
331.png,0.00660395622253418,151,,,,,,[],0
332.png,0.006563901901245117,152,,,,,,[],0
333.png,0.006581544876098633,151,,,,,,[],0
334.png,0.007491588592529297,133,chair,,,,,"[[1446, 463, 1758, 808]]",1
335.png,0.007214069366455078,138,chair,,,,,"[[1417, 483, 1758, 910]]",1
336.png,0.00658416748046875,151,,,,,,[],0
337.png,0.006574869155883789,152,,,,,,[],0
338.png,0.006590843200683594,151,,,,,,[],0
339.png,0.007235527038574219,138,chair,,,,,"[[1425, 504, 1757, 895]]",1
340.png,0.007542848587036133,132,chair,,,,,"[[1442, 464, 1757, 804]]",1
341.png,0.007211208343505859,138,chair,,,,,"[[1446, 465, 1754, 804]]",1
342.png,0.0065844058990478516,151,,,,,,[],0
343.png,0.0071871280670166016,139,chair,chair,,,,"[[1445, 464, 1760, 805], [1263, 507, 1859, 1067]]",2
344.png,0.007578134536743164,131,chair,,,,,"[[1446, 462, 1758, 805]]",1
345.png,0.0065844058990478516,151,,,,,,[],0
346.png,0.006590366363525391,151,,,,,,[],0
347.png,0.007208347320556641,138,chair,,,,,"[[1416, 496, 1763, 903]]",1
348.png,0.007462024688720703,134,chair,,,,,"[[1415, 497, 1763, 902]]",1
349.png,0.007432460784912109,134,chair,,,,,"[[1414, 498, 1763, 901]]",1
350.png,0.007591962814331055,131,chair,,,,,"[[1400, 497, 1766, 900]]",1
351.png,0.0075037479400634766,133,chair,,,,,"[[1399, 470, 1745, 919]]",1
352.png,0.0065686702728271484,152,,,,,,[],0
353.png,0.006582975387573242,151,,,,,,[],0
354.png,0.007224559783935547,138,chair,,,,,"[[1222, 512, 1908, 1064]]",1
355.png,0.007291078567504883,137,chair,,,,,"[[1283, 427, 1562, 811]]",1
356.png,0.0075838565826416016,131,chair,,,,,"[[1283, 427, 1562, 811]]",1
357.png,0.00721430778503418,138,chair,,,,,"[[1284, 421, 1563, 817]]",1
358.png,0.007221698760986328,138,chair,,,,,"[[1289, 422, 1562, 819]]",1
359.png,0.007173776626586914,139,chair,,,,,"[[1295, 424, 1560, 818]]",1
360.png,0.006569623947143555,152,,,,,,[],0
361.png,0.006597757339477539,151,,,,,,[],0
362.png,0.007289409637451172,137,chair,,,,,"[[1225, 488, 1894, 1079]]",1
363.png,0.007575511932373047,132,chair,chair,,,,"[[1215, 486, 1898, 1079], [1266, 440, 1583, 803]]",2
364.png,0.0065937042236328125,151,,,,,,[],0
365.png,0.00650334358215332,153,,,,,,[],0
366.png,0.006501197814941406,153,,,,,,[],0
367.png,0.006547689437866211,152,,,,,,[],0
368.png,0.006864786148071289,145,,,,,,[],0
369.png,0.006505489349365234,153,,,,,,[],0
370.png,0.006582021713256836,151,,,,,,[],0
371.png,0.007201671600341797,138,chair,,,,,"[[1270, 427, 1561, 815]]",1
372.png,0.006472587585449219,154,,,,,,[],0
373.png,0.0067596435546875,147,,,,,,[],0
374.png,0.006647348403930664,150,,,,,,[],0
375.png,0.00658726692199707,151,,,,,,[],0
376.png,0.007227897644042969,138,chair,,,,,"[[1281, 428, 1557, 815]]",1
377.png,0.0062825679779052734,159,,,,,,[],0
378.png,0.0065460205078125,152,,,,,,[],0
379.png,0.007222890853881836,138,chair,,,,,"[[1281, 430, 1558, 814]]",1
380.png,0.007261753082275391,137,chair,,,,,"[[1281, 430, 1558, 814]]",1
381.png,0.007345676422119141,136,chair,,,,,"[[1267, 420, 1538, 804]]",1
382.png,0.0065577030181884766,152,,,,,,[],0
383.png,0.0067369937896728516,148,,,,,,[],0
384.png,0.006562232971191406,152,,,,,,[],0
385.png,0.006662845611572266,150,,,,,,[],0
386.png,0.006577730178833008,152,,,,,,[],0
387.png,0.006570339202880859,152,,,,,,[],0
388.png,0.006936311721801758,144,,,,,,[],0
389.png,0.006547689437866211,152,,,,,,[],0
390.png,0.006230831146240234,160,,,,,,[],0
391.png,0.006487846374511719,154,,,,,,[],0
392.png,0.006492137908935547,154,,,,,,[],0
393.png,0.0064966678619384766,153,,,,,,[],0
394.png,0.0064885616302490234,154,,,,,,[],0
395.png,0.00654149055480957,152,,,,,,[],0
396.png,0.0069468021392822266,143,,,,,,[],0
397.png,0.006501436233520508,153,,,,,,[],0
398.png,0.006604433059692383,151,,,,,,[],0
399.png,0.0065615177154541016,152,,,,,,[],0
400.png,0.006266355514526367,159,,,,,,[],0
401.png,0.006566524505615234,152,,,,,,[],0
402.png,0.006580352783203125,151,,,,,,[],0
403.png,0.006551504135131836,152,,,,,,[],0
404.png,0.006565570831298828,152,,,,,,[],0
405.png,0.006256818771362305,159,,,,,,[],0
406.png,0.006543874740600586,152,,,,,,[],0
407.png,0.006556034088134766,152,,,,,,[],0
408.png,0.00656580924987793,152,,,,,,[],0
409.png,0.006577253341674805,152,,,,,,[],0
410.png,0.0065538883209228516,152,,,,,,[],0
411.png,0.006564617156982422,152,,,,,,[],0
412.png,0.006607532501220703,151,,,,,,[],0
413.png,0.006529569625854492,153,,,,,,[],0
414.png,0.006906270980834961,144,,,,,,[],0
415.png,0.006554126739501953,152,,,,,,[],0
416.png,0.006448030471801758,155,,,,,,[],0
417.png,0.006602048873901367,151,,,,,,[],0
418.png,0.006810188293457031,146,,,,,,[],0
419.png,0.006533622741699219,153,,,,,,[],0
420.png,0.006639957427978516,150,,,,,,[],0
421.png,0.006575107574462891,152,,,,,,[],0
422.png,0.006535768508911133,153,,,,,,[],0
423.png,0.00666046142578125,150,,,,,,[],0
424.png,0.006481170654296875,154,,,,,,[],0
425.png,0.006586313247680664,151,,,,,,[],0
426.png,0.006632804870605469,150,,,,,,[],0
427.png,0.0065076351165771484,153,,,,,,[],0
428.png,0.006600618362426758,151,,,,,,[],0
429.png,0.006613254547119141,151,,,,,,[],0
430.png,0.00661778450012207,151,,,,,,[],0
431.png,0.006573915481567383,152,,,,,,[],0
432.png,0.006802558898925781,147,,,,,,[],0
433.png,0.006524801254272461,153,,,,,,[],0
434.png,0.0066072940826416016,151,,,,,,[],0
435.png,0.006574869155883789,152,,,,,,[],0
436.png,0.006582021713256836,151,,,,,,[],0
437.png,0.006561279296875,152,,,,,,[],0
438.png,0.006470680236816406,154,,,,,,[],0
439.png,0.007157802581787109,139,person,,,,,"[[963, 323, 1165, 762]]",1
440.png,0.006468057632446289,154,,,,,,[],0
441.png,0.006380319595336914,156,,,,,,[],0
442.png,0.006463289260864258,154,,,,,,[],0
443.png,0.006521701812744141,153,,,,,,[],0
444.png,0.0065288543701171875,153,,,,,,[],0
445.png,0.006787776947021484,147,,,,,,[],0
446.png,0.006504535675048828,153,,,,,,[],0
447.png,0.006522178649902344,153,,,,,,[],0
448.png,0.0065898895263671875,151,,,,,,[],0
449.png,0.006539583206176758,152,,,,,,[],0
450.png,0.007491350173950195,133,person,person,,,,"[[892, 359, 1079, 857], [925, 402, 1066, 662]]",2
451.png,0.006525278091430664,153,,,,,,[],0
452.png,0.00645136833190918,155,,,,,,[],0
453.png,0.006943702697753906,144,,,,,,[],0
454.png,0.006549358367919922,152,,,,,,[],0
455.png,0.006530284881591797,153,,,,,,[],0
456.png,0.0062408447265625,160,,,,,,[],0
457.png,0.006546497344970703,152,,,,,,[],0
458.png,0.006598949432373047,151,,,,,,[],0
459.png,0.006542682647705078,152,,,,,,[],0
460.png,0.006784200668334961,147,,,,,,[],0
461.png,0.006589174270629883,151,,,,,,[],0
462.png,0.0069921016693115234,143,,,,,,[],0
463.png,0.006563425064086914,152,,,,,,[],0
464.png,0.006541728973388672,152,,,,,,[],0
465.png,0.006533622741699219,153,,,,,,[],0
466.png,0.006502389907836914,153,,,,,,[],0
467.png,0.00647425651550293,154,,,,,,[],0
468.png,0.0065631866455078125,152,,,,,,[],0
469.png,0.006509304046630859,153,,,,,,[],0
470.png,0.006509065628051758,153,,,,,,[],0
471.png,0.0065157413482666016,153,,,,,,[],0
472.png,0.00652003288269043,153,,,,,,[],0
473.png,0.006487131118774414,154,,,,,,[],0
474.png,0.006496429443359375,153,,,,,,[],0
475.png,0.006504535675048828,153,,,,,,[],0
476.png,0.0064849853515625,154,,,,,,[],0
477.png,0.006524801254272461,153,,,,,,[],0
478.png,0.0066149234771728516,151,,,,,,[],0
479.png,0.006157875061035156,162,,,,,,[],0
480.png,0.006555318832397461,152,,,,,,[],0
481.png,0.006888628005981445,145,,,,,,[],0
482.png,0.0065021514892578125,153,,,,,,[],0
483.png,0.006753206253051758,148,,,,,,[],0
484.png,0.006560802459716797,152,,,,,,[],0
485.png,0.007265567779541016,137,chair,,,,,"[[1213, 494, 1514, 898]]",1
486.png,0.007176876068115234,139,chair,,,,,"[[1213, 495, 1514, 897]]",1
487.png,0.007193565368652344,139,chair,,,,,"[[1213, 495, 1514, 897]]",1
488.png,0.006932497024536133,144,chair,,,,,"[[1213, 498, 1514, 896]]",1
489.png,0.007227897644042969,138,chair,,,,,"[[1213, 498, 1513, 895]]",1
490.png,0.007178306579589844,139,chair,,,,,"[[1212, 496, 1513, 896]]",1
491.png,0.007474422454833984,133,chair,,,,,"[[1212, 496, 1514, 896]]",1
492.png,0.007243633270263672,138,chair,,,,,"[[1211, 497, 1515, 895]]",1
493.png,0.007444858551025391,134,chair,,,,,"[[1212, 495, 1514, 897]]",1
494.png,0.0072803497314453125,137,chair,,,,,"[[1214, 496, 1513, 899]]",1
495.png,0.00726318359375,137,chair,,,,,"[[1215, 497, 1512, 897]]",1
496.png,0.0072171688079833984,138,chair,,,,,"[[1215, 496, 1513, 898]]",1
497.png,0.00719761848449707,138,chair,,,,,"[[1214, 496, 1514, 897]]",1
498.png,0.0072252750396728516,138,chair,,,,,"[[1214, 495, 1513, 899]]",1
499.png,0.007034778594970703,142,chair,,,,,"[[1214, 496, 1513, 898]]",1
500.png,0.0066034793853759766,151,chair,,,,,"[[1213, 493, 1514, 900]]",1
501.png,0.007319211959838867,136,chair,,,,,"[[1213, 493, 1513, 900]]",1
502.png,0.007215261459350586,138,chair,,,,,"[[1213, 493, 1513, 900]]",1
503.png,0.007235288619995117,138,chair,,,,,"[[1213, 490, 1515, 902]]",1
504.png,0.0072841644287109375,137,chair,,,,,"[[1217, 490, 1512, 903]]",1
505.png,0.006442546844482422,155,,,,,,[],0
506.png,0.007233858108520508,138,chair,,,,,"[[1212, 493, 1510, 900]]",1
507.png,0.007192134857177734,139,chair,,,,,"[[1217, 492, 1512, 902]]",1
508.png,0.0065326690673828125,153,,,,,,[],0
