,cost time,FPS,1,2,3,4,5,6,7,8,coordinate,len
1.png,0.022649526596069336,44,person,,,,,,,,"[[67, 0, 1042, 1069]]",1
2.png,0.007559537887573242,132,person,,,,,,,,"[[67, 0, 1041, 1069]]",1
3.png,0.007577180862426758,131,person,,,,,,,,"[[67, 0, 1041, 1069]]",1
4.png,0.008219718933105469,121,person,,,,,,,,"[[67, 0, 1042, 1069]]",1
5.png,0.007462024688720703,134,person,,,,,,,,"[[67, 0, 1042, 1069]]",1
6.png,0.007871866226196289,127,person,,,,,,,,"[[67, 0, 1042, 1069]]",1
7.png,0.008080720901489258,123,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
8.png,0.007841825485229492,127,person,,,,,,,,"[[66, 0, 1042, 1068]]",1
9.png,0.007756948471069336,128,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
10.png,0.007486104965209961,133,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
11.png,0.007459163665771484,134,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
12.png,0.007947206497192383,125,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
13.png,0.007676601409912109,130,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
14.png,0.0075457096099853516,132,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
15.png,0.007494211196899414,133,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
16.png,0.007565498352050781,132,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
17.png,0.007876873016357422,126,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
18.png,0.0075452327728271484,132,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
19.png,0.007531642913818359,132,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
20.png,0.007494449615478516,133,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
21.png,0.007598161697387695,131,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
22.png,0.007586240768432617,131,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
23.png,0.007870912551879883,127,person,,,,,,,,"[[65, 0, 1043, 1068]]",1
24.png,0.007221221923828125,138,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
25.png,0.007583141326904297,131,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
26.png,0.007481813430786133,133,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
27.png,0.00777888298034668,128,person,,,,,,,,"[[66, 1, 1043, 1068]]",1
28.png,0.007519960403442383,132,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
29.png,0.007512331008911133,133,person,,,,,,,,"[[66, 0, 1043, 1068]]",1
30.png,0.007475614547729492,133,person,,,,,,,,"[[67, 0, 1042, 1068]]",1
31.png,0.007561445236206055,132,person,,,,,,,,"[[67, 1, 1043, 1068]]",1
32.png,0.007791280746459961,128,person,,,,,,,,"[[67, 0, 1042, 1068]]",1
33.png,0.007502079010009766,133,person,,,,,,,,"[[67, 1, 1042, 1068]]",1
34.png,0.007500171661376953,133,person,,,,,,,,"[[67, 0, 1042, 1068]]",1
35.png,0.007504940032958984,133,person,,,,,,,,"[[67, 1, 1042, 1068]]",1
36.png,0.007560014724731445,132,person,,,,,,,,"[[67, 0, 1041, 1068]]",1
37.png,0.007615566253662109,131,person,,,,,,,,"[[68, 0, 1041, 1068]]",1
38.png,0.007587432861328125,131,person,,,,,,,,"[[68, 0, 1041, 1068]]",1
39.png,0.007508993148803711,133,person,,,,,,,,"[[67, 0, 1041, 1068]]",1
40.png,0.007513284683227539,133,person,,,,,,,,"[[67, 0, 1041, 1068]]",1
41.png,0.0074994564056396484,133,person,,,,,,,,"[[67, 0, 1041, 1069]]",1
42.png,0.0075740814208984375,132,person,,,,,,,,"[[68, 0, 1041, 1068]]",1
43.png,0.007509946823120117,133,person,,,,,,,,"[[67, 0, 1041, 1069]]",1
44.png,0.007481575012207031,133,person,,,,,,,,"[[67, 0, 1041, 1068]]",1
45.png,0.007467746734619141,133,person,,,,,,,,"[[67, 0, 1041, 1069]]",1
46.png,0.007582426071166992,131,person,,,,,,,,"[[67, 0, 1041, 1069]]",1
47.png,0.007574796676635742,132,person,,,,,,,,"[[67, 0, 1040, 1069]]",1
48.png,0.007488250732421875,133,person,,,,,,,,"[[67, 0, 1041, 1069]]",1
49.png,0.007489919662475586,133,person,,,,,,,,"[[68, 0, 1040, 1069]]",1
50.png,0.006962299346923828,143,person,,,,,,,,"[[67, 0, 1041, 1069]]",1
51.png,0.0076448917388916016,130,person,,,,,,,,"[[68, 0, 1040, 1069]]",1
52.png,0.00766301155090332,130,person,,,,,,,,"[[67, 0, 1041, 1069]]",1
53.png,0.007535696029663086,132,person,,,,,,,,"[[67, 0, 1041, 1069]]",1
54.png,0.007567405700683594,132,person,,,,,,,,"[[67, 0, 1041, 1068]]",1
55.png,0.007515668869018555,133,person,,,,,,,,"[[67, 0, 1041, 1069]]",1
56.png,0.0068891048431396484,145,person,,,,,,,,"[[67, 0, 1041, 1069]]",1
57.png,0.007511615753173828,133,person,,,,,,,,"[[65, 1, 1044, 1068]]",1
58.png,0.007759571075439453,128,person,,,,,,,,"[[60, 4, 1047, 1065]]",1
59.png,0.007521152496337891,132,person,,,,,,,,"[[57, 15, 1062, 1054]]",1
60.png,0.00795292854309082,125,person,,,,,,,,"[[45, 27, 1079, 1040]]",1
61.png,0.007537126541137695,132,person,,,,,,,,"[[35, 35, 1092, 1031]]",1
62.png,0.007529258728027344,132,person,,,,,,,,"[[20, 37, 1327, 1021]]",1
63.png,0.007468223571777344,133,person,,,,,,,,"[[20, 37, 1327, 1021]]",1
64.png,0.006556034088134766,152,,,,,,,,,[],0
65.png,0.006628513336181641,150,,,,,,,,,[],0
66.png,0.0064849853515625,154,,,,,,,,,[],0
67.png,0.006468296051025391,154,,,,,,,,,[],0
68.png,0.006662607192993164,150,,,,,,,,,[],0
69.png,0.0065076351165771484,153,,,,,,,,,[],0
70.png,0.00654292106628418,152,,,,,,,,,[],0
71.png,0.0067713260650634766,147,,,,,,,,,[],0
72.png,0.006543397903442383,152,,,,,,,,,[],0
73.png,0.006502389907836914,153,,,,,,,,,[],0
74.png,0.006505012512207031,153,,,,,,,,,[],0
75.png,0.006897449493408203,144,,,,,,,,,[],0
76.png,0.00653839111328125,152,,,,,,,,,[],0
77.png,0.006476640701293945,154,,,,,,,,,[],0
78.png,0.006768941879272461,147,,,,,,,,,[],0
79.png,0.006629467010498047,150,,,,,,,,,[],0
80.png,0.006532907485961914,153,,,,,,,,,[],0
81.png,0.006535053253173828,153,,,,,,,,,[],0
82.png,0.006496906280517578,153,,,,,,,,,[],0
83.png,0.0066661834716796875,150,,,,,,,,,[],0
84.png,0.006540536880493164,152,,,,,,,,,[],0
85.png,0.006135225296020508,162,,,,,,,,,[],0
86.png,0.006693363189697266,149,,,,,,,,,[],0
87.png,0.006572246551513672,152,,,,,,,,,[],0
88.png,0.006777524948120117,147,,,,,,,,,[],0
89.png,0.006169557571411133,162,,,,,,,,,[],0
90.png,0.006539821624755859,152,,,,,,,,,[],0
91.png,0.00649571418762207,153,,,,,,,,,[],0
92.png,0.0064809322357177734,154,,,,,,,,,[],0
93.png,0.006558895111083984,152,,,,,,,,,[],0
94.png,0.0065915584564208984,151,,,,,,,,,[],0
95.png,0.006636381149291992,150,,,,,,,,,[],0
96.png,0.006188631057739258,161,,,,,,,,,[],0
97.png,0.006555318832397461,152,,,,,,,,,[],0
98.png,0.006516218185424805,153,,,,,,,,,[],0
99.png,0.006672859191894531,149,,,,,,,,,[],0
100.png,0.006496429443359375,153,,,,,,,,,[],0
101.png,0.006481170654296875,154,,,,,,,,,[],0
102.png,0.006527423858642578,153,,,,,,,,,[],0
103.png,0.006529331207275391,153,,,,,,,,,[],0
104.png,0.006857633590698242,145,,,,,,,,,[],0
105.png,0.006524085998535156,153,,,,,,,,,[],0
106.png,0.00650787353515625,153,,,,,,,,,[],0
107.png,0.006517171859741211,153,,,,,,,,,[],0
108.png,0.00651240348815918,153,,,,,,,,,[],0
109.png,0.0065402984619140625,152,,,,,,,,,[],0
110.png,0.006509065628051758,153,,,,,,,,,[],0
111.png,0.01842331886291504,54,,,,,,,,,[],0
112.png,0.006447315216064453,155,,,,,,,,,[],0
113.png,0.0068819522857666016,145,,,,,,,,,[],0
114.png,0.006479024887084961,154,,,,,,,,,[],0
115.png,0.0069119930267333984,144,,,,,,,,,[],0
116.png,0.0067865848541259766,147,,,,,,,,,[],0
117.png,0.006356954574584961,157,,,,,,,,,[],0
118.png,0.006785869598388672,147,,,,,,,,,[],0
119.png,0.0065042972564697266,153,,,,,,,,,[],0
120.png,0.006837368011474609,146,,,,,,,,,[],0
121.png,0.0064563751220703125,154,,,,,,,,,[],0
122.png,0.0067059993743896484,149,,,,,,,,,[],0
123.png,0.006483793258666992,154,,,,,,,,,[],0
124.png,0.006590127944946289,151,,,,,,,,,[],0
125.png,0.006555318832397461,152,,,,,,,,,[],0
126.png,0.00685572624206543,145,,,,,,,,,[],0
127.png,0.006584882736206055,151,,,,,,,,,[],0
128.png,0.00692296028137207,144,,,,,,,,,[],0
129.png,0.0065343379974365234,153,,,,,,,,,[],0
130.png,0.006534099578857422,153,,,,,,,,,[],0
131.png,0.006501913070678711,153,,,,,,,,,[],0
132.png,0.00668787956237793,149,,,,,,,,,[],0
133.png,0.006507158279418945,153,,,,,,,,,[],0
134.png,0.006485700607299805,154,,,,,,,,,[],0
135.png,0.006769418716430664,147,,,,,,,,,[],0
136.png,0.0065021514892578125,153,,,,,,,,,[],0
137.png,0.0066776275634765625,149,,,,,,,,,[],0
138.png,0.0069048404693603516,144,,,,,,,,,[],0
139.png,0.00626373291015625,159,,,,,,,,,[],0
140.png,0.0064830780029296875,154,,,,,,,,,[],0
141.png,0.006474971771240234,154,,,,,,,,,[],0
142.png,0.006539821624755859,152,,,,,,,,,[],0
143.png,0.006499052047729492,153,,,,,,,,,[],0
144.png,0.006476402282714844,154,,,,,,,,,[],0
145.png,0.0064618587493896484,154,,,,,,,,,[],0
146.png,0.006185770034790039,161,,,,,,,,,[],0
147.png,0.006547451019287109,152,,,,,,,,,[],0
148.png,0.0069713592529296875,143,,,,,,,,,[],0
149.png,0.0065381526947021484,152,,,,,,,,,[],0
150.png,0.0065081119537353516,153,,,,,,,,,[],0
151.png,0.006518125534057617,153,,,,,,,,,[],0
152.png,0.006566047668457031,152,,,,,,,,,[],0
153.png,0.006703615188598633,149,,,,,,,,,[],0
154.png,0.0064830780029296875,154,,,,,,,,,[],0
155.png,0.00642704963684082,155,,,,,,,,,[],0
156.png,0.006479501724243164,154,,,,,,,,,[],0
157.png,0.006461143493652344,154,,,,,,,,,[],0
158.png,0.006528615951538086,153,,,,,,,,,[],0
159.png,0.006527423858642578,153,,,,,,,,,[],0
160.png,0.00658416748046875,151,,,,,,,,,[],0
161.png,0.00675511360168457,148,,,,,,,,,[],0
162.png,0.006545543670654297,152,,,,,,,,,[],0
163.png,0.00652003288269043,153,,,,,,,,,[],0
164.png,0.006860971450805664,145,,,,,,,,,[],0
165.png,0.006508588790893555,153,,,,,,,,,[],0
166.png,0.006505250930786133,153,,,,,,,,,[],0
167.png,0.006249666213989258,160,,,,,,,,,[],0
168.png,0.006478071212768555,154,,,,,,,,,[],0
169.png,0.006478548049926758,154,,,,,,,,,[],0
170.png,0.006471395492553711,154,,,,,,,,,[],0
171.png,0.006826639175415039,146,,,,,,,,,[],0
172.png,0.006680011749267578,149,,,,,,,,,[],0
173.png,0.006537675857543945,152,,,,,,,,,[],0
174.png,0.006566047668457031,152,,,,,,,,,[],0
175.png,0.006703853607177734,149,,,,,,,,,[],0
176.png,0.0066928863525390625,149,,,,,,,,,[],0
177.png,0.006948232650756836,143,,,,,,,,,[],0
178.png,0.006503582000732422,153,,,,,,,,,[],0
179.png,0.006491661071777344,154,,,,,,,,,[],0
180.png,0.006509065628051758,153,,,,,,,,,[],0
181.png,0.0064928531646728516,154,,,,,,,,,[],0
182.png,0.006520271301269531,153,,,,,,,,,[],0
183.png,0.006531476974487305,153,,,,,,,,,[],0
184.png,0.007531881332397461,132,person,,,,,,,,"[[1019, 125, 1394, 969]]",1
185.png,0.00748753547668457,133,person,,,,,,,,"[[1019, 125, 1394, 969]]",1
186.png,0.007796525955200195,128,person,,,,,,,,"[[1016, 120, 1398, 974]]",1
187.png,0.007515668869018555,133,person,,,,,,,,"[[972, 117, 1332, 975]]",1
188.png,0.007625579833984375,131,person,,,,,,,,"[[971, 116, 1330, 978]]",1
189.png,0.007094383239746094,140,person,,,,,,,,"[[969, 118, 1332, 978]]",1
190.png,0.0075778961181640625,131,person,,,,,,,,"[[970, 116, 1334, 977]]",1
191.png,0.007567882537841797,132,person,,,,,,,,"[[972, 116, 1331, 973]]",1
192.png,0.007577657699584961,131,person,,,,,,,,"[[971, 116, 1333, 982]]",1
193.png,0.007544994354248047,132,person,,,,,,,,"[[972, 121, 1335, 977]]",1
194.png,0.007543087005615234,132,person,,,,,,,,"[[969, 123, 1338, 974]]",1
195.png,0.007584333419799805,131,person,,,,,,,,"[[975, 125, 1332, 974]]",1
196.png,0.007582426071166992,131,person,,,,,,,,"[[978, 125, 1329, 971]]",1
197.png,0.007570981979370117,132,person,,,,,,,,"[[980, 125, 1328, 965]]",1
198.png,0.007750272750854492,129,person,,,,,,,,"[[982, 123, 1327, 966]]",1
199.png,0.007524728775024414,132,person,,,,,,,,"[[983, 120, 1323, 968]]",1
200.png,0.00795745849609375,125,person,,,,,,,,"[[984, 114, 1321, 975]]",1
201.png,0.007502555847167969,133,person,,,,,,,,"[[984, 110, 1319, 976]]",1
202.png,0.007545948028564453,132,person,,,,,,,,"[[983, 111, 1316, 973]]",1
203.png,0.007559299468994141,132,person,,,,,,,,"[[985, 109, 1315, 973]]",1
204.png,0.007506608963012695,133,person,,,,,,,,"[[982, 108, 1315, 972]]",1
205.png,0.007945060729980469,125,person,,,,,,,,"[[981, 107, 1319, 973]]",1
206.png,0.007521390914916992,132,person,,,,,,,,"[[981, 106, 1320, 971]]",1
207.png,0.0075206756591796875,132,person,,,,,,,,"[[979, 108, 1321, 971]]",1
208.png,0.0074748992919921875,133,person,,,,,,,,"[[976, 109, 1325, 973]]",1
209.png,0.007708311080932617,129,person,,,,,,,,"[[976, 109, 1325, 973]]",1
210.png,0.007706880569458008,129,person,,,,,,,,"[[979, 110, 1324, 969]]",1
211.png,0.007535219192504883,132,person,,,,,,,,"[[976, 113, 1324, 977]]",1
212.png,0.0075495243072509766,132,person,,,,,,,,"[[979, 114, 1325, 976]]",1
213.png,0.007621049880981445,131,person,,,,,,,,"[[970, 119, 1330, 975]]",1
214.png,0.007517099380493164,133,person,,,,,,,,"[[967, 115, 1334, 982]]",1
215.png,0.007008075714111328,142,person,,,,,,,,"[[972, 116, 1327, 981]]",1
216.png,0.007479429244995117,133,person,,,,,,,,"[[970, 116, 1327, 973]]",1
217.png,0.007551908493041992,132,person,,,,,,,,"[[976, 113, 1322, 967]]",1
218.png,0.007499217987060547,133,person,,,,,,,,"[[975, 115, 1321, 965]]",1
219.png,0.0075495243072509766,132,person,,,,,,,,"[[975, 115, 1322, 964]]",1
220.png,0.007665872573852539,130,person,,,,,,,,"[[974, 111, 1320, 966]]",1
221.png,0.007555961608886719,132,person,,,,,,,,"[[973, 106, 1322, 966]]",1
222.png,0.007762908935546875,128,person,,,,,,,,"[[976, 103, 1320, 967]]",1
223.png,0.00750732421875,133,person,,,,,,,,"[[977, 101, 1321, 966]]",1
224.png,0.0072345733642578125,138,person,,,,,,,,"[[981, 102, 1316, 963]]",1
225.png,0.01222848892211914,81,person,,,,,,,,"[[981, 102, 1316, 962]]",1
226.png,0.007549285888671875,132,person,,,,,,,,"[[984, 97, 1315, 971]]",1
227.png,0.007564544677734375,132,person,,,,,,,,"[[982, 96, 1316, 969]]",1
228.png,0.007616758346557617,131,person,,,,,,,,"[[982, 96, 1318, 974]]",1
229.png,0.007544517517089844,132,person,,,,,,,,"[[984, 97, 1317, 977]]",1
230.png,0.007513761520385742,133,person,,,,,,,,"[[982, 99, 1319, 974]]",1
231.png,0.007567882537841797,132,person,,,,,,,,"[[983, 95, 1319, 975]]",1
232.png,0.0071868896484375,139,person,,,,,,,,"[[981, 98, 1315, 973]]",1
233.png,0.007529020309448242,132,person,,,,,,,,"[[981, 98, 1315, 973]]",1
234.png,0.007574796676635742,132,person,,,,,,,,"[[981, 98, 1316, 974]]",1
235.png,0.0075566768646240234,132,person,,,,,,,,"[[981, 100, 1316, 969]]",1
236.png,0.007563114166259766,132,person,,,,,,,,"[[980, 100, 1318, 969]]",1
237.png,0.007825851440429688,127,person,,,,,,,,"[[977, 97, 1321, 965]]",1
238.png,0.00760960578918457,131,person,,,,,,,,"[[971, 93, 1325, 962]]",1
239.png,0.007561206817626953,132,person,,,,,,,,"[[969, 91, 1327, 960]]",1
240.png,0.007517099380493164,133,person,,,,,,,,"[[974, 90, 1322, 965]]",1
241.png,0.007506370544433594,133,person,,,,,,,,"[[975, 93, 1323, 968]]",1
242.png,0.0075969696044921875,131,person,,,,,,,,"[[973, 99, 1321, 970]]",1
243.png,0.007788181304931641,128,person,,,,,,,,"[[976, 100, 1316, 973]]",1
244.png,0.007673501968383789,130,person,,,,,,,,"[[968, 109, 1328, 969]]",1
245.png,0.007817983627319336,127,person,,,,,,,,"[[968, 105, 1329, 968]]",1
246.png,0.00754237174987793,132,person,,,,,,,,"[[965, 100, 1338, 974]]",1
247.png,0.00751948356628418,132,person,,,,,,,,"[[964, 100, 1334, 970]]",1
248.png,0.007523536682128906,132,person,,,,,,,,"[[958, 107, 1337, 965]]",1
249.png,0.006493330001831055,154,,,,,,,,,[],0
250.png,0.006565093994140625,152,,,,,,,,,[],0
251.png,0.006775617599487305,147,,,,,,,,,[],0
252.png,0.006471395492553711,154,,,,,,,,,[],0
253.png,0.006484508514404297,154,,,,,,,,,[],0
254.png,0.006479740142822266,154,,,,,,,,,[],0
255.png,0.006475687026977539,154,,,,,,,,,[],0
256.png,0.006515979766845703,153,,,,,,,,,[],0
257.png,0.006550312042236328,152,,,,,,,,,[],0
258.png,0.00649261474609375,154,,,,,,,,,[],0
259.png,0.006498813629150391,153,,,,,,,,,[],0
260.png,0.006468772888183594,154,,,,,,,,,[],0
261.png,0.0065271854400634766,153,,,,,,,,,[],0
262.png,0.006531715393066406,153,,,,,,,,,[],0
263.png,0.0065076351165771484,153,,,,,,,,,[],0
264.png,0.006562471389770508,152,,,,,,,,,[],0
265.png,0.00655055046081543,152,,,,,,,,,[],0
266.png,0.006471872329711914,154,,,,,,,,,[],0
267.png,0.0065305233001708984,153,,,,,,,,,[],0
268.png,0.006688594818115234,149,,,,,,,,,[],0
269.png,0.006501913070678711,153,,,,,,,,,[],0
270.png,0.006513118743896484,153,,,,,,,,,[],0
271.png,0.00686335563659668,145,,,,,,,,,[],0
272.png,0.006496429443359375,153,,,,,,,,,[],0
273.png,0.006434440612792969,155,,,,,,,,,[],0
274.png,0.006731271743774414,148,,,,,,,,,[],0
275.png,0.006838560104370117,146,,,,,,,,,[],0
276.png,0.006478071212768555,154,,,,,,,,,[],0
277.png,0.006515026092529297,153,,,,,,,,,[],0
278.png,0.006545543670654297,152,,,,,,,,,[],0
279.png,0.0065343379974365234,153,,,,,,,,,[],0
280.png,0.006571054458618164,152,,,,,,,,,[],0
281.png,0.006535768508911133,153,,,,,,,,,[],0
282.png,0.006566286087036133,152,,,,,,,,,[],0
283.png,0.0065877437591552734,151,,,,,,,,,[],0
284.png,0.0065000057220458984,153,,,,,,,,,[],0
285.png,0.006585597991943359,151,,,,,,,,,[],0
286.png,0.0065577030181884766,152,,,,,,,,,[],0
287.png,0.006481647491455078,154,,,,,,,,,[],0
288.png,0.007191658020019531,139,dog,,,,,,,,"[[0, 0, 1919, 967]]",1
289.png,0.006535053253173828,153,,,,,,,,,[],0
290.png,0.006498098373413086,153,,,,,,,,,[],0
291.png,0.006516695022583008,153,,,,,,,,,[],0
292.png,0.006472587585449219,154,,,,,,,,,[],0
293.png,0.006505489349365234,153,,,,,,,,,[],0
294.png,0.006498098373413086,153,,,,,,,,,[],0
295.png,0.006527423858642578,153,,,,,,,,,[],0
296.png,0.006543159484863281,152,,,,,,,,,[],0
297.png,0.006526947021484375,153,,,,,,,,,[],0
298.png,0.006958961486816406,143,,,,,,,,,[],0
299.png,0.006518363952636719,153,,,,,,,,,[],0
300.png,0.006573677062988281,152,,,,,,,,,[],0
301.png,0.006561756134033203,152,,,,,,,,,[],0
302.png,0.006521940231323242,153,,,,,,,,,[],0
303.png,0.006528139114379883,153,,,,,,,,,[],0
304.png,0.0064508914947509766,155,,,,,,,,,[],0
305.png,0.006543159484863281,152,,,,,,,,,[],0
306.png,0.006500244140625,153,,,,,,,,,[],0
307.png,0.006560325622558594,152,,,,,,,,,[],0
308.png,0.006539344787597656,152,,,,,,,,,[],0
309.png,0.0065402984619140625,152,,,,,,,,,[],0
310.png,0.006560564041137695,152,,,,,,,,,[],0
311.png,0.006508588790893555,153,,,,,,,,,[],0
312.png,0.006473541259765625,154,,,,,,,,,[],0
313.png,0.006508827209472656,153,,,,,,,,,[],0
314.png,0.006480216979980469,154,,,,,,,,,[],0
315.png,0.007180929183959961,139,,,,,,,,,[],0
316.png,0.0064849853515625,154,,,,,,,,,[],0
317.png,0.006539821624755859,152,,,,,,,,,[],0
318.png,0.006539583206176758,152,,,,,,,,,[],0
319.png,0.006935834884643555,144,,,,,,,,,[],0
320.png,0.006527900695800781,153,,,,,,,,,[],0
321.png,0.0065765380859375,152,,,,,,,,,[],0
322.png,0.007178068161010742,139,dog,,,,,,,,"[[0, 59, 1919, 1010]]",1
323.png,0.0068552494049072266,145,,,,,,,,,[],0
324.png,0.0066797733306884766,149,,,,,,,,,[],0
325.png,0.006529569625854492,153,,,,,,,,,[],0
326.png,0.01927947998046875,51,,,,,,,,,[],0
327.png,0.00651097297668457,153,,,,,,,,,[],0
328.png,0.006461620330810547,154,,,,,,,,,[],0
329.png,0.006513833999633789,153,,,,,,,,,[],0
330.png,0.0064544677734375,154,,,,,,,,,[],0
331.png,0.006654977798461914,150,,,,,,,,,[],0
332.png,0.007223606109619141,138,person,,,,,,,,"[[49, 0, 1919, 966]]",1
333.png,0.007552385330200195,132,person,,,,,,,,"[[56, 0, 1919, 965]]",1
334.png,0.006509065628051758,153,,,,,,,,,[],0
335.png,0.006536960601806641,152,,,,,,,,,[],0
336.png,0.006557464599609375,152,,,,,,,,,[],0
337.png,0.006193399429321289,161,,,,,,,,,[],0
338.png,0.006563663482666016,152,,,,,,,,,[],0
339.png,0.00648188591003418,154,,,,,,,,,[],0
340.png,0.006508350372314453,153,,,,,,,,,[],0
341.png,0.0065762996673583984,152,,,,,,,,,[],0
342.png,0.006476163864135742,154,,,,,,,,,[],0
343.png,0.0065784454345703125,152,,,,,,,,,[],0
344.png,0.006569862365722656,152,,,,,,,,,[],0
345.png,0.006505012512207031,153,,,,,,,,,[],0
346.png,0.0068514347076416016,145,,,,,,,,,[],0
347.png,0.006512165069580078,153,,,,,,,,,[],0
348.png,0.006340980529785156,157,,,,,,,,,[],0
349.png,0.006543636322021484,152,,,,,,,,,[],0
350.png,0.006502389907836914,153,,,,,,,,,[],0
351.png,0.006497621536254883,153,,,,,,,,,[],0
352.png,0.006909847259521484,144,,,,,,,,,[],0
353.png,0.006663799285888672,150,,,,,,,,,[],0
354.png,0.006681919097900391,149,,,,,,,,,[],0
355.png,0.0065233707427978516,153,,,,,,,,,[],0
356.png,0.006262779235839844,159,,,,,,,,,[],0
357.png,0.0065746307373046875,152,,,,,,,,,[],0
358.png,0.006613969802856445,151,,,,,,,,,[],0
359.png,0.006560802459716797,152,,,,,,,,,[],0
360.png,0.0071218013763427734,140,,,,,,,,,[],0
361.png,0.006517171859741211,153,,,,,,,,,[],0
362.png,0.00649261474609375,154,,,,,,,,,[],0
363.png,0.0061075687408447266,163,,,,,,,,,[],0
364.png,0.006535768508911133,153,,,,,,,,,[],0
365.png,0.006663799285888672,150,,,,,,,,,[],0
366.png,0.0065042972564697266,153,,,,,,,,,[],0
367.png,0.006500720977783203,153,,,,,,,,,[],0
368.png,0.006852149963378906,145,,,,,,,,,[],0
369.png,0.00668644905090332,149,,,,,,,,,[],0
370.png,0.006514310836791992,153,,,,,,,,,[],0
371.png,0.0065937042236328125,151,,,,,,,,,[],0
372.png,0.006773471832275391,147,,,,,,,,,[],0
373.png,0.006511688232421875,153,,,,,,,,,[],0
374.png,0.00648951530456543,154,,,,,,,,,[],0
375.png,0.006587982177734375,151,,,,,,,,,[],0
376.png,0.0064928531646728516,154,,,,,,,,,[],0
377.png,0.006570339202880859,152,,,,,,,,,[],0
378.png,0.0069730281829833984,143,,,,,,,,,[],0
379.png,0.006604433059692383,151,,,,,,,,,[],0
380.png,0.006546974182128906,152,,,,,,,,,[],0
381.png,0.006668806076049805,149,,,,,,,,,[],0
382.png,0.0065343379974365234,153,,,,,,,,,[],0
383.png,0.007516622543334961,133,person,,,,,,,,"[[0, 45, 959, 1021]]",1
384.png,0.007532358169555664,132,person,,,,,,,,"[[0, 47, 956, 1029]]",1
385.png,0.007611274719238281,131,person,,,,,,,,"[[0, 34, 964, 1046]]",1
386.png,0.00755620002746582,132,person,,,,,,,,"[[17, 38, 946, 1045]]",1
387.png,0.007559776306152344,132,person,,,,,,,,"[[50, 58, 928, 1047]]",1
388.png,0.009391307830810547,106,person,,,,,,,,"[[58, 128, 915, 1079]]",1
389.png,0.007614612579345703,131,person,train,,,,,,,"[[30, 120, 933, 1079], [3, 5, 1914, 751]]",2
390.png,0.007925271987915039,126,person,train,,,,,,,"[[16, 151, 945, 1076], [0, 12, 1919, 885]]",2
391.png,0.007951974868774414,125,person,train,,,,,,,"[[33, 138, 933, 1079], [0, 22, 1919, 878]]",2
392.png,0.0076406002044677734,130,person,,,,,,,,"[[53, 104, 943, 1079]]",1
393.png,0.006943702697753906,144,person,,,,,,,,"[[47, 16, 982, 1067]]",1
394.png,0.007739543914794922,129,person,,,,,,,,"[[40, 28, 987, 1053]]",1
395.png,0.0074710845947265625,133,person,,,,,,,,"[[3, 53, 1068, 1041]]",1
396.png,0.007512807846069336,133,person,,,,,,,,"[[39, 44, 974, 1041]]",1
397.png,0.007521629333496094,132,person,,,,,,,,"[[32, 44, 996, 1045]]",1
398.png,0.007826566696166992,127,person,,,,,,,,"[[18, 64, 1016, 1026]]",1
399.png,0.007511138916015625,133,person,,,,,,,,"[[10, 83, 1024, 1014]]",1
400.png,0.007703542709350586,129,person,,,,,,,,"[[0, 125, 1102, 1069]]",1
401.png,0.007503986358642578,133,person,,,,,,,,"[[27, 112, 1041, 1002]]",1
402.png,0.008062601089477539,124,person,train,,,,,,,"[[15, 104, 1039, 1004], [0, 158, 1919, 946]]",2
403.png,0.00763702392578125,130,person,train,,,,,,,"[[0, 149, 1136, 1039], [158, 159, 1919, 946]]",2
404.png,0.007647991180419922,130,person,train,,,,,,,"[[0, 149, 1136, 1039], [158, 159, 1919, 946]]",2
405.png,0.007901906967163086,126,person,train,,,,,,,"[[10, 125, 1039, 990], [0, 142, 1919, 966]]",2
406.png,0.007482051849365234,133,person,,,,,,,,"[[35, 138, 1015, 1053]]",1
407.png,0.007652759552001953,130,person,train,,,,,,,"[[50, 140, 1016, 1053], [0, 152, 1919, 956]]",2
408.png,0.007975339889526367,125,person,train,,,,,,,"[[58, 144, 1027, 1053], [109, 187, 1810, 1028]]",2
409.png,0.007349967956542969,136,person,train,,,,,,,"[[48, 183, 1062, 1034], [63, 225, 1846, 997]]",2
410.png,0.007980108261108398,125,person,train,,,,,,,"[[59, 193, 1052, 1039], [7, 236, 1885, 995]]",2
