,cost time,FPS,1,2,3,4,5,coordinate,len
304.png,0.008245229721069336,121,person,person,person,,,"[[112, 85, 820, 1009], [1407, 234, 1803, 995], [1101, 386, 1285, 852]]",3
305.png,0.008275270462036133,120,car,person,person,person,,"[[942, 349, 1211, 524], [92, 83, 863, 1001], [1502, 213, 1815, 999], [1099, 398, 1284, 853]]",4
306.png,0.008348464965820312,119,car,person,person,person,,"[[928, 356, 1215, 516], [32, 83, 1016, 997], [1514, 206, 1808, 1003], [1103, 371, 1285, 875]]",4
307.png,0.008215188980102539,121,car,person,person,person,,"[[928, 356, 1215, 516], [32, 83, 1016, 997], [1514, 206, 1808, 1003], [1103, 371, 1285, 875]]",4
308.png,0.008908510208129883,112,car,person,person,person,,"[[930, 354, 1215, 518], [19, 74, 1042, 998], [1522, 203, 1811, 1008], [1113, 344, 1284, 897]]",4
309.png,0.008384943008422852,119,car,person,person,person,,"[[935, 359, 1206, 515], [34, 61, 964, 988], [1524, 207, 1810, 1005], [1112, 321, 1289, 905]]",4
310.png,0.008197546005249023,121,car,person,person,person,,"[[945, 359, 1216, 517], [49, 47, 965, 1010], [1531, 210, 1826, 1001], [1124, 313, 1295, 917]]",4
311.png,0.0077648162841796875,128,car,car,car,,,"[[770, 617, 1179, 945], [1458, 443, 1730, 583], [785, 335, 925, 459]]",3
312.png,0.008221149444580078,121,car,car,car,,,"[[766, 623, 1184, 946], [1465, 445, 1741, 585], [805, 363, 917, 497]]",3
313.png,0.007825613021850586,127,car,car,car,,,"[[1536, 453, 1756, 570], [762, 620, 1173, 940], [787, 335, 925, 458]]",3
314.png,0.008322000503540039,120,car,car,car,,,"[[751, 618, 1165, 946], [1549, 445, 1833, 587], [782, 323, 927, 469]]",3
315.png,0.008061885833740234,124,car,car,car,,,"[[739, 619, 1162, 949], [1570, 456, 1889, 606], [796, 357, 917, 501]]",3
316.png,0.007855892181396484,127,car,car,car,,,"[[743, 626, 1156, 942], [1570, 467, 1905, 613], [796, 362, 924, 505]]",3
317.png,0.007745504379272461,129,car,car,car,,,"[[741, 621, 1156, 938], [1588, 471, 1890, 615], [799, 368, 927, 501]]",3
318.png,0.007791996002197266,128,car,car,car,,,"[[732, 616, 1160, 933], [785, 372, 920, 511], [1746, 482, 1919, 643]]",3
319.png,0.0076863765716552734,130,car,car,,,,"[[738, 624, 1183, 927], [777, 377, 915, 531]]",2
320.png,0.007494688034057617,133,car,car,,,,"[[735, 632, 1179, 919], [771, 375, 910, 538]]",2
321.png,0.00758051872253418,131,car,car,,,,"[[740, 633, 1178, 921], [748, 382, 889, 548]]",2
322.png,0.006792783737182617,147,car,car,,,,"[[754, 644, 1173, 911], [718, 364, 872, 558]]",2
323.png,0.007921695709228516,126,car,car,,,,"[[733, 641, 1172, 915], [710, 363, 859, 572]]",2
324.png,0.007497549057006836,133,car,car,,,,"[[746, 637, 1166, 918], [702, 351, 857, 583]]",2
325.png,0.007840633392333984,127,car,car,,,,"[[755, 638, 1152, 910], [695, 351, 855, 580]]",2
326.png,0.007800102233886719,128,car,car,,,,"[[762, 638, 1145, 910], [685, 404, 872, 638]]",2
327.png,0.007927179336547852,126,car,car,,,,"[[764, 645, 1156, 906], [686, 345, 862, 571]]",2
328.png,0.008077144622802734,123,car,car,car,,,"[[767, 643, 1159, 909], [582, 527, 811, 708], [687, 358, 860, 578]]",3
329.png,0.007845640182495117,127,car,car,car,,,"[[756, 641, 1166, 914], [554, 525, 819, 723], [681, 362, 860, 575]]",3
330.png,0.00797128677368164,125,car,car,car,,,"[[483, 557, 812, 855], [758, 640, 1164, 917], [604, 379, 802, 558]]",3
331.png,0.007883310317993164,126,car,car,car,,,"[[483, 557, 812, 855], [758, 640, 1164, 917], [604, 379, 802, 558]]",3
332.png,0.007817506790161133,127,car,car,car,,,"[[333, 589, 938, 936], [730, 616, 1171, 931], [603, 361, 806, 578]]",3
333.png,0.008161783218383789,122,car,car,car,,,"[[260, 610, 779, 981], [717, 621, 1174, 931], [606, 422, 805, 604]]",3
334.png,0.007433176040649414,134,car,car,,,,"[[580, 420, 815, 633], [750, 629, 1169, 931]]",2
335.png,0.007506370544433594,133,car,car,,,,"[[471, 409, 752, 680], [753, 642, 1163, 907]]",2
336.png,0.00785517692565918,127,car,car,,,,"[[453, 399, 754, 695], [740, 628, 1169, 911]]",2
337.png,0.007769584655761719,128,car,car,,,,"[[388, 390, 759, 726], [742, 624, 1164, 906]]",2
338.png,0.007493257522583008,133,car,car,,,,"[[344, 424, 714, 779], [751, 631, 1166, 906]]",2
339.png,0.007521629333496094,132,car,car,,,,"[[49, 399, 681, 981], [741, 632, 1174, 909]]",2
340.png,0.007906436920166016,126,car,car,,,,"[[47, 396, 614, 1024], [726, 637, 1180, 912]]",2
341.png,0.007456302642822266,134,car,car,,,,"[[0, 221, 710, 1034], [737, 634, 1177, 917]]",2
342.png,0.007631063461303711,131,car,,,,,"[[751, 633, 1164, 914]]",1
343.png,0.007174015045166016,139,car,,,,,"[[749, 635, 1158, 914]]",1
344.png,0.007180690765380859,139,car,,,,,"[[744, 633, 1158, 913]]",1
345.png,0.007175922393798828,139,car,,,,,"[[751, 637, 1141, 910]]",1
346.png,0.006746530532836914,148,car,,,,,"[[746, 631, 1127, 915]]",1
347.png,0.0072574615478515625,137,bus,car,,,,"[[1118, 13, 1919, 749], [746, 630, 1127, 916]]",2
348.png,0.007486581802368164,133,car,,,,,"[[747, 629, 1124, 915]]",1
349.png,0.007322788238525391,136,car,,,,,"[[749, 629, 1133, 917]]",1
350.png,0.007441520690917969,134,car,,,,,"[[752, 625, 1138, 924]]",1
351.png,0.007397174835205078,135,car,,,,,"[[751, 632, 1137, 910]]",1
352.png,0.007590532302856445,131,car,,,,,"[[757, 631, 1127, 905]]",1
353.png,0.007405519485473633,135,car,,,,,"[[759, 635, 1133, 901]]",1
354.png,0.007172822952270508,139,car,,,,,"[[754, 632, 1129, 904]]",1
355.png,0.007324695587158203,136,car,,,,,"[[752, 632, 1130, 905]]",1
356.png,0.007216930389404297,138,car,,,,,"[[752, 632, 1130, 905]]",1
357.png,0.007167816162109375,139,car,,,,,"[[744, 634, 1134, 908]]",1
358.png,0.0071773529052734375,139,car,,,,,"[[751, 632, 1141, 910]]",1
359.png,0.007322549819946289,136,car,,,,,"[[779, 632, 1158, 914]]",1
360.png,0.007664203643798828,130,car,,,,,"[[779, 634, 1158, 906]]",1
361.png,0.00722503662109375,138,car,,,,,"[[771, 631, 1152, 907]]",1
362.png,0.007535696029663086,132,car,,,,,"[[773, 628, 1139, 907]]",1
363.png,0.007479429244995117,133,car,,,,,"[[751, 626, 1134, 905]]",1
364.png,0.007088422775268555,141,car,,,,,"[[757, 627, 1127, 909]]",1
365.png,0.0072002410888671875,138,car,,,,,"[[750, 629, 1125, 912]]",1
366.png,0.007149696350097656,139,car,,,,,"[[747, 628, 1132, 912]]",1
367.png,0.007518768310546875,133,car,,,,,"[[749, 629, 1131, 914]]",1
368.png,0.007145404815673828,139,car,,,,,"[[748, 633, 1131, 912]]",1
369.png,0.007197141647338867,138,car,,,,,"[[748, 633, 1131, 914]]",1
370.png,0.007195472717285156,138,car,,,,,"[[750, 639, 1141, 912]]",1
371.png,0.007173061370849609,139,car,,,,,"[[758, 643, 1138, 907]]",1
372.png,0.007116794586181641,140,car,,,,,"[[758, 642, 1143, 904]]",1
373.png,0.0072252750396728516,138,car,,,,,"[[764, 646, 1146, 904]]",1
374.png,0.006676912307739258,149,car,,,,,"[[755, 644, 1146, 901]]",1
375.png,0.007549762725830078,132,bus,car,,,,"[[1149, 118, 1919, 973], [747, 646, 1145, 898]]",2
376.png,0.007209300994873047,138,car,,,,,"[[745, 643, 1142, 900]]",1
377.png,0.007223367691040039,138,car,,,,,"[[748, 639, 1145, 903]]",1
378.png,0.006705284118652344,149,car,,,,,"[[746, 643, 1125, 909]]",1
379.png,0.00717926025390625,139,car,,,,,"[[752, 646, 1122, 904]]",1
380.png,0.0071506500244140625,139,car,,,,,"[[752, 646, 1122, 904]]",1
381.png,0.007300615310668945,136,car,,,,,"[[760, 648, 1133, 904]]",1
382.png,0.007319927215576172,136,car,,,,,"[[751, 643, 1150, 899]]",1
383.png,0.0071790218353271484,139,car,,,,,"[[740, 644, 1139, 902]]",1
384.png,0.007573843002319336,132,car,,,,,"[[757, 641, 1133, 907]]",1
385.png,0.00713348388671875,140,car,,,,,"[[756, 657, 1153, 898]]",1
386.png,0.007192373275756836,139,car,,,,,"[[758, 652, 1144, 899]]",1
387.png,0.007631063461303711,131,car,,,,,"[[769, 645, 1119, 903]]",1
388.png,0.0068285465240478516,146,car,car,,,,"[[766, 636, 1122, 907], [478, 466, 607, 556]]",2
389.png,0.007447957992553711,134,car,car,,,,"[[765, 642, 1128, 906], [444, 459, 584, 553]]",2
390.png,0.0077664852142333984,128,car,car,,,,"[[764, 641, 1127, 906], [444, 459, 586, 553]]",2
391.png,0.007777214050292969,128,car,car,,,,"[[767, 640, 1134, 896], [339, 470, 528, 584]]",2
392.png,0.0070302486419677734,142,car,car,,,,"[[775, 642, 1125, 891], [320, 463, 531, 600]]",2
393.png,0.007510185241699219,133,car,car,,,,"[[777, 637, 1112, 901], [282, 468, 508, 617]]",2
394.png,0.0075321197509765625,132,car,car,,,,"[[773, 637, 1118, 902], [214, 475, 467, 634]]",2
395.png,0.007784128189086914,128,car,car,,,,"[[775, 638, 1118, 899], [32, 514, 333, 686]]",2
396.png,0.00732731819152832,136,car,car,,,,"[[779, 639, 1117, 899], [0, 522, 267, 709]]",2
397.png,0.007511138916015625,133,car,car,,,,"[[782, 642, 1121, 895], [0, 520, 228, 716]]",2
398.png,0.007599353790283203,131,bus,car,,,,"[[1115, 72, 1919, 1020], [781, 639, 1119, 898]]",2
399.png,0.0075490474700927734,132,car,,,,,"[[782, 638, 1127, 893]]",1
400.png,0.007734060287475586,129,car,,,,,"[[783, 636, 1121, 897]]",1
401.png,0.0074710845947265625,133,car,,,,,"[[780, 639, 1127, 897]]",1
402.png,0.007521629333496094,132,car,car,,,,"[[775, 634, 1137, 896], [1017, 453, 1125, 566]]",2
403.png,0.00693058967590332,144,car,car,,,,"[[782, 631, 1132, 897], [1013, 453, 1121, 572]]",2
404.png,0.007737874984741211,129,car,car,,,,"[[782, 631, 1132, 897], [1013, 453, 1121, 572]]",2
405.png,0.007584333419799805,131,car,car,,,,"[[781, 630, 1134, 899], [1012, 459, 1125, 567]]",2
406.png,0.008061885833740234,124,car,car,,,,"[[774, 625, 1147, 894], [1018, 469, 1150, 609]]",2
407.png,0.00768733024597168,130,car,car,,,,"[[775, 624, 1136, 898], [1032, 486, 1220, 644]]",2
408.png,0.0077915191650390625,128,car,car,,,,"[[775, 623, 1136, 900], [1031, 490, 1248, 651]]",2
409.png,0.007802724838256836,128,car,car,,,,"[[1030, 507, 1300, 709], [774, 636, 1139, 903]]",2
410.png,0.00815582275390625,122,car,car,,,,"[[1029, 507, 1299, 710], [775, 636, 1138, 903]]",2
411.png,0.007851123809814453,127,car,car,,,,"[[778, 626, 1134, 909], [1017, 516, 1307, 720]]",2
412.png,0.007831335067749023,127,car,car,,,,"[[774, 630, 1120, 907], [1060, 512, 1355, 779]]",2
413.png,0.007803440093994141,128,car,car,,,,"[[766, 633, 1137, 900], [1099, 605, 1525, 949]]",2
414.png,0.0077877044677734375,128,car,,,,,"[[781, 626, 1130, 908]]",1
415.png,0.007556438446044922,132,car,,,,,"[[787, 616, 1123, 912]]",1
416.png,0.007583141326904297,131,car,tvmonitor,,,,"[[772, 630, 1151, 896], [1670, 319, 1919, 786]]",2
417.png,0.007463932037353516,133,car,,,,,"[[783, 634, 1126, 898]]",1
418.png,0.007611751556396484,131,car,person,,,,"[[787, 641, 1127, 895], [1445, 473, 1564, 656]]",2
419.png,0.007600069046020508,131,car,person,,,,"[[766, 640, 1138, 885], [1816, 559, 1919, 816]]",2
420.png,0.0074884891510009766,133,car,,,,,"[[757, 641, 1144, 875]]",1
421.png,0.007528781890869141,132,car,,,,,"[[754, 632, 1134, 891]]",1
422.png,0.007503986358642578,133,car,,,,,"[[751, 639, 1137, 890]]",1
423.png,0.007465839385986328,133,car,,,,,"[[752, 642, 1139, 893]]",1
424.png,0.0075206756591796875,132,car,,,,,"[[753, 640, 1144, 891]]",1
425.png,0.0076847076416015625,130,car,,,,,"[[764, 644, 1141, 885]]",1
426.png,0.007454633712768555,134,car,,,,,"[[775, 640, 1145, 882]]",1
427.png,0.0075359344482421875,132,car,,,,,"[[797, 603, 1137, 871]]",1
428.png,0.007489919662475586,133,car,,,,,"[[804, 591, 1142, 888]]",1
429.png,0.007464170455932617,133,car,,,,,"[[804, 591, 1142, 888]]",1
430.png,0.007752418518066406,128,car,,,,,"[[823, 589, 1143, 888]]",1
431.png,0.007498979568481445,133,car,,,,,"[[824, 589, 1143, 888]]",1
432.png,0.007564067840576172,132,car,,,,,"[[804, 636, 1150, 892]]",1
433.png,0.007449626922607422,134,car,,,,,"[[803, 637, 1149, 892]]",1
434.png,0.007603168487548828,131,car,,,,,"[[794, 626, 1186, 906]]",1
435.png,0.007470846176147461,133,car,,,,,"[[819, 602, 1204, 934]]",1
436.png,0.007477760314941406,133,car,,,,,"[[799, 623, 1191, 913]]",1
437.png,0.00750732421875,133,car,,,,,"[[785, 635, 1184, 890]]",1
438.png,0.007578611373901367,131,car,car,,,,"[[796, 633, 1186, 900], [1084, 438, 1355, 647]]",2
439.png,0.007535457611083984,132,car,car,,,,"[[805, 637, 1176, 893], [1120, 404, 1357, 638]]",2
440.png,0.007654666900634766,130,car,car,,,,"[[799, 637, 1182, 891], [1149, 418, 1369, 629]]",2
441.png,0.007471323013305664,133,car,,,,,"[[772, 638, 1175, 891]]",1
442.png,0.007532596588134766,132,car,car,,,,"[[783, 634, 1168, 892], [740, 412, 937, 500]]",2
443.png,0.0075261592864990234,132,car,,,,,"[[775, 630, 1155, 894]]",1
444.png,0.007528066635131836,132,car,car,,,,"[[766, 629, 1133, 898], [1239, 437, 1506, 620]]",2
445.png,0.007744312286376953,129,car,,,,,"[[769, 629, 1137, 900]]",1
446.png,0.007584095001220703,131,car,car,,,,"[[768, 615, 1136, 914], [1236, 443, 1536, 608]]",2
447.png,0.007515668869018555,133,car,,,,,"[[758, 626, 1139, 893]]",1
448.png,0.007478475570678711,133,car,,,,,"[[763, 631, 1129, 894]]",1
449.png,0.007776975631713867,128,car,car,car,,,"[[765, 629, 1130, 894], [1253, 477, 1577, 615], [1272, 429, 1802, 668]]",3
450.png,0.006967067718505859,143,car,car,,,,"[[765, 633, 1130, 895], [1266, 480, 1558, 627]]",2
451.png,0.007504463195800781,133,car,,,,,"[[754, 629, 1135, 896]]",1
452.png,0.007554292678833008,132,car,car,,,,"[[750, 627, 1121, 895], [1326, 438, 1767, 672]]",2
453.png,0.007555484771728516,132,car,car,,,,"[[750, 627, 1121, 895], [1326, 438, 1767, 672]]",2
454.png,0.007820367813110352,127,car,car,,,,"[[744, 634, 1117, 898], [1371, 523, 1681, 667]]",2
455.png,0.007569551467895508,132,car,car,,,,"[[733, 622, 1100, 906], [1357, 487, 1797, 739]]",2
456.png,0.007583141326904297,131,car,,,,,"[[737, 624, 1099, 906]]",1
457.png,0.007429838180541992,134,car,,,,,"[[736, 630, 1096, 908]]",1
458.png,0.007743358612060547,129,car,car,,,,"[[732, 633, 1104, 905], [1488, 517, 1902, 872]]",2
459.png,0.007866621017456055,127,car,car,,,,"[[725, 636, 1119, 918], [1458, 531, 1910, 925]]",2
460.png,0.007306098937988281,136,car,,,,,"[[726, 642, 1108, 913]]",1
461.png,0.007185935974121094,139,car,,,,,"[[730, 634, 1096, 916]]",1
462.png,0.006896018981933594,145,car,,,,,"[[724, 621, 1086, 927]]",1
463.png,0.007185220718383789,139,car,,,,,"[[739, 632, 1087, 935]]",1
464.png,0.007291555404663086,137,car,,,,,"[[745, 634, 1090, 920]]",1
465.png,0.007149219512939453,139,car,,,,,"[[770, 647, 1105, 922]]",1
466.png,0.007224321365356445,138,car,,,,,"[[775, 643, 1136, 933]]",1
467.png,0.007232189178466797,138,car,,,,,"[[811, 651, 1159, 938]]",1
468.png,0.007214069366455078,138,car,,,,,"[[817, 639, 1176, 932]]",1
469.png,0.007169961929321289,139,car,,,,,"[[816, 641, 1176, 932]]",1
470.png,0.007194042205810547,139,car,,,,,"[[820, 645, 1180, 922]]",1
471.png,0.006841897964477539,146,car,,,,,"[[804, 651, 1199, 911]]",1
472.png,0.00931406021118164,107,car,person,,,,"[[813, 636, 1209, 944], [1679, 523, 1799, 689]]",2
473.png,0.007421016693115234,134,car,,,,,"[[822, 628, 1205, 950]]",1
474.png,0.007241964340209961,138,car,,,,,"[[821, 638, 1205, 928]]",1
475.png,0.007487058639526367,133,car,car,,,,"[[813, 647, 1197, 940], [1350, 427, 1540, 535]]",2
476.png,0.007587432861328125,131,car,car,,,,"[[798, 630, 1219, 946], [1417, 427, 1606, 542]]",2
477.png,0.0075833797454833984,131,car,car,,,,"[[811, 631, 1195, 942], [1451, 435, 1693, 604]]",2
478.png,0.007584333419799805,131,car,car,,,,"[[811, 631, 1195, 942], [1451, 435, 1693, 604]]",2
479.png,0.007484912872314453,133,car,car,,,,"[[792, 631, 1224, 940], [1555, 445, 1747, 576]]",2
480.png,0.0072174072265625,138,car,,,,,"[[817, 626, 1215, 940]]",1
481.png,0.007166624069213867,139,car,,,,,"[[819, 629, 1220, 938]]",1
482.png,0.007157325744628906,139,car,,,,,"[[824, 636, 1205, 940]]",1
483.png,0.007317066192626953,136,car,person,,,,"[[808, 636, 1195, 946], [370, 466, 474, 622]]",2
484.png,0.007435321807861328,134,car,,,,,"[[813, 641, 1212, 934]]",1
485.png,0.007068634033203125,141,car,car,person,,,"[[804, 618, 1226, 945], [1482, 170, 1919, 1037], [360, 505, 485, 677]]",3
486.png,0.007577657699584961,131,car,,,,,"[[817, 607, 1227, 954]]",1
487.png,0.007487773895263672,133,car,,,,,"[[820, 616, 1229, 951]]",1
488.png,0.008022546768188477,124,car,person,,,,"[[819, 614, 1230, 936], [106, 571, 411, 895]]",2
489.png,0.008296728134155273,120,car,person,,,,"[[818, 615, 1226, 937], [85, 626, 280, 972]]",2
490.png,0.0074002742767333984,135,car,person,,,,"[[818, 611, 1217, 937], [29, 693, 222, 1009]]",2
491.png,0.007216453552246094,138,car,,,,,"[[828, 614, 1197, 934]]",1
492.png,0.00715327262878418,139,car,,,,,"[[808, 642, 1190, 906]]",1
493.png,0.007443904876708984,134,car,,,,,"[[830, 630, 1196, 934]]",1
494.png,0.007168769836425781,139,car,,,,,"[[836, 631, 1193, 926]]",1
495.png,0.0073566436767578125,135,car,,,,,"[[811, 621, 1211, 938]]",1
496.png,0.007233858108520508,138,car,,,,,"[[821, 617, 1208, 933]]",1
497.png,0.007569789886474609,132,car,,,,,"[[832, 588, 1219, 964]]",1
498.png,0.0071756839752197266,139,car,,,,,"[[809, 609, 1223, 950]]",1
499.png,0.007544279098510742,132,car,car,,,,"[[792, 600, 1232, 949], [30, 67, 321, 478]]",2
500.png,0.007286787033081055,137,car,,,,,"[[757, 600, 1259, 946]]",1
501.png,0.007258176803588867,137,car,,,,,"[[783, 608, 1221, 942]]",1
502.png,0.00716400146484375,139,car,,,,,"[[783, 608, 1221, 942]]",1
503.png,0.007152557373046875,139,car,,,,,"[[767, 613, 1238, 948]]",1
504.png,0.00732421875,136,car,,,,,"[[784, 607, 1211, 939]]",1
505.png,0.007199764251708984,138,car,,,,,"[[780, 597, 1214, 934]]",1
506.png,0.0068204402923583984,146,car,,,,,"[[777, 597, 1217, 938]]",1
507.png,0.0071222782135009766,140,car,,,,,"[[788, 587, 1215, 945]]",1
508.png,0.007742643356323242,129,car,,,,,"[[790, 581, 1215, 951]]",1
509.png,0.007853031158447266,127,car,,,,,"[[793, 581, 1208, 945]]",1
510.png,0.00698089599609375,143,car,,,,,"[[794, 582, 1204, 937]]",1
511.png,0.0074427127838134766,134,car,,,,,"[[788, 586, 1205, 936]]",1
512.png,0.0074312686920166016,134,car,,,,,"[[798, 587, 1195, 932]]",1
513.png,0.007710933685302734,129,car,,,,,"[[794, 582, 1192, 936]]",1
514.png,0.007425546646118164,134,car,,,,,"[[793, 578, 1179, 933]]",1
515.png,0.007519245147705078,132,car,,,,,"[[798, 574, 1189, 936]]",1
516.png,0.0075914859771728516,131,car,,,,,"[[804, 575, 1191, 939]]",1
517.png,0.007591962814331055,131,car,,,,,"[[807, 577, 1187, 938]]",1
518.png,0.007487773895263672,133,car,,,,,"[[809, 574, 1187, 940]]",1
519.png,0.007601499557495117,131,car,,,,,"[[810, 574, 1185, 937]]",1
520.png,0.006911516189575195,144,car,,,,,"[[804, 581, 1178, 934]]",1
521.png,0.0075397491455078125,132,car,,,,,"[[804, 583, 1187, 934]]",1
522.png,0.007514238357543945,133,car,,,,,"[[801, 586, 1185, 932]]",1
523.png,0.007556915283203125,132,car,,,,,"[[792, 587, 1180, 931]]",1
524.png,0.007620811462402344,131,car,,,,,"[[792, 583, 1178, 941]]",1
525.png,0.007018089294433594,142,car,,,,,"[[785, 578, 1181, 946]]",1
526.png,0.0075795650482177734,131,car,,,,,"[[785, 578, 1181, 946]]",1
527.png,0.007735013961791992,129,car,,,,,"[[436, 66, 1716, 643]]",1
528.png,0.007554292678833008,132,car,,,,,"[[440, 88, 1716, 668]]",1
529.png,0.007582902908325195,131,car,,,,,"[[220, 72, 1691, 729]]",1
530.png,0.007691621780395508,130,car,,,,,"[[217, 127, 1681, 783]]",1
531.png,0.007566690444946289,132,car,,,,,"[[61, 118, 1628, 816]]",1
532.png,0.0075604915618896484,132,car,,,,,"[[64, 69, 1836, 889]]",1
533.png,0.0071446895599365234,139,car,,,,,"[[69, 68, 1857, 905]]",1
534.png,0.007716178894042969,129,car,,,,,"[[25, 66, 1902, 916]]",1
535.png,0.00753021240234375,132,car,,,,,"[[0, 140, 1919, 954]]",1
536.png,0.007511615753173828,133,car,,,,,"[[0, 149, 1919, 952]]",1
537.png,0.007551431655883789,132,car,,,,,"[[0, 156, 1776, 960]]",1
538.png,0.007498741149902344,133,car,,,,,"[[0, 147, 1919, 1038]]",1
539.png,0.007538795471191406,132,car,,,,,"[[0, 118, 1919, 994]]",1
540.png,0.007563352584838867,132,car,,,,,"[[0, 129, 1919, 990]]",1
541.png,0.007542848587036133,132,car,,,,,"[[0, 183, 1754, 1019]]",1
542.png,0.0074901580810546875,133,car,,,,,"[[0, 191, 1767, 1012]]",1
543.png,0.007504940032958984,133,car,,,,,"[[0, 190, 1774, 1012]]",1
544.png,0.007536649703979492,132,car,,,,,"[[0, 123, 1919, 1001]]",1
545.png,0.007500648498535156,133,car,,,,,"[[0, 112, 1919, 1009]]",1
546.png,0.007654428482055664,130,car,person,,,,"[[0, 123, 1919, 1004], [1448, 100, 1918, 1013]]",2
547.png,0.008105993270874023,123,car,person,,,,"[[0, 126, 1919, 1005], [1474, 145, 1842, 575]]",2
548.png,0.007826805114746094,127,car,person,,,,"[[0, 184, 1454, 1022], [1444, 91, 1915, 1015]]",2
549.png,0.00789642333984375,126,car,person,,,,"[[0, 196, 1420, 1019], [1442, 108, 1863, 617]]",2
550.png,0.007917404174804688,126,car,person,,,,"[[0, 183, 1418, 1035], [1443, 103, 1870, 625]]",2
551.png,0.007964611053466797,125,car,person,,,,"[[0, 183, 1418, 1035], [1443, 103, 1870, 625]]",2
552.png,0.00794363021850586,125,car,person,,,,"[[0, 111, 1919, 1013], [1260, 97, 1890, 653]]",2
553.png,0.007962226867675781,125,car,person,,,,"[[58, 97, 1869, 1031], [1204, 93, 1872, 642]]",2
554.png,0.008009195327758789,124,car,person,,,,"[[0, 210, 1914, 1014], [1208, 93, 1855, 648]]",2
555.png,0.008132219314575195,122,car,person,,,,"[[0, 212, 1915, 1004], [1217, 96, 1840, 648]]",2
556.png,0.007904052734375,126,car,person,,,,"[[0, 221, 1919, 1001], [1220, 97, 1847, 646]]",2
557.png,0.007784843444824219,128,car,person,,,,"[[0, 235, 1912, 998], [1355, 139, 1796, 575]]",2
558.png,0.007953166961669922,125,car,person,,,,"[[11, 240, 1896, 992], [1348, 137, 1792, 580]]",2
559.png,0.007315635681152344,136,car,person,,,,"[[20, 250, 1886, 991], [1223, 99, 1837, 646]]",2
560.png,0.00799107551574707,125,car,person,,,,"[[5, 246, 1919, 992], [1288, 84, 1836, 659]]",2
561.png,0.007988452911376953,125,car,person,,,,"[[0, 254, 1919, 985], [1282, 79, 1840, 655]]",2
562.png,0.007932186126708984,126,car,person,,,,"[[2, 247, 1919, 988], [1280, 86, 1845, 657]]",2
563.png,0.008063793182373047,124,car,person,,,,"[[0, 228, 1919, 1010], [1262, 88, 1865, 656]]",2
564.png,0.00797128677368164,125,car,car,,,,"[[689, 520, 1189, 687], [354, 494, 734, 628]]",2
565.png,0.00781559944152832,127,car,car,,,,"[[687, 520, 1190, 689], [354, 490, 745, 628]]",2
566.png,0.007855892181396484,127,car,car,,,,"[[355, 491, 757, 630], [695, 521, 1187, 689]]",2
567.png,0.00774383544921875,129,car,car,,,,"[[688, 518, 1187, 687], [355, 491, 742, 629]]",2
568.png,0.007750272750854492,129,car,car,,,,"[[335, 465, 756, 630], [681, 521, 1208, 687]]",2
569.png,0.008006095886230469,124,car,car,,,,"[[672, 516, 1199, 687], [336, 488, 734, 631]]",2
570.png,0.007808208465576172,128,car,car,,,,"[[334, 488, 736, 630], [682, 514, 1197, 691]]",2
571.png,0.007833719253540039,127,car,car,,,,"[[338, 490, 716, 630], [687, 518, 1195, 690]]",2
572.png,0.007864952087402344,127,car,car,,,,"[[330, 487, 718, 632], [677, 515, 1195, 687]]",2
573.png,0.007919073104858398,126,car,car,person,,,"[[321, 488, 714, 633], [679, 519, 1194, 688], [723, 521, 964, 709]]",3
574.png,0.008250951766967773,121,car,car,,,,"[[316, 491, 713, 631], [670, 517, 1195, 689]]",2
575.png,0.007810831069946289,128,car,car,,,,"[[316, 491, 713, 631], [670, 517, 1195, 689]]",2
576.png,0.007912397384643555,126,car,car,person,,,"[[315, 491, 712, 633], [671, 521, 1203, 684], [1353, 512, 1460, 674]]",3
577.png,0.007833480834960938,127,car,car,,,,"[[305, 493, 707, 628], [669, 521, 1202, 685]]",2
578.png,0.007872343063354492,127,car,car,person,,,"[[285, 483, 752, 631], [656, 521, 1213, 686], [1351, 510, 1463, 676]]",3
579.png,0.007768154144287109,128,car,car,,,,"[[284, 480, 748, 634], [675, 520, 1213, 684]]",2
580.png,0.007942676544189453,125,car,car,person,,,"[[281, 484, 743, 633], [674, 517, 1208, 688], [1353, 508, 1464, 678]]",3
581.png,0.007874011993408203,127,car,car,,,,"[[274, 481, 741, 632], [559, 516, 1126, 695]]",2
582.png,0.007126569747924805,140,car,car,,,,"[[276, 483, 739, 633], [551, 518, 1132, 692]]",2
583.png,0.008031845092773438,124,car,car,person,,,"[[261, 482, 749, 635], [549, 516, 1117, 695], [726, 509, 955, 709]]",3
584.png,0.008055448532104492,124,car,car,person,,,"[[304, 492, 685, 626], [686, 518, 1202, 694], [728, 508, 953, 712]]",3
585.png,0.007952451705932617,125,car,car,person,,,"[[303, 492, 668, 629], [562, 513, 1099, 701], [729, 503, 949, 715]]",3
586.png,0.008095026016235352,123,car,car,person,,,"[[304, 489, 666, 631], [564, 512, 1099, 702], [730, 500, 950, 718]]",3
587.png,0.007988452911376953,125,car,car,person,,,"[[303, 490, 668, 630], [562, 510, 1099, 703], [727, 502, 949, 718]]",3
588.png,0.007918834686279297,126,car,car,person,,,"[[255, 488, 744, 635], [548, 512, 1099, 709], [731, 502, 941, 721]]",3
589.png,0.007611989974975586,131,car,car,person,,,"[[242, 489, 757, 638], [550, 510, 1089, 711], [727, 501, 938, 720]]",3
